id	author1	author1_normalized	author2	author3	author4	author_authorized_heading	author_lccn	author_viaf	author_wikidata_qid	date	htid	hathi_rights	title	imprint	isbn	isbn_most_common_edition	lccn	oclc	oclc_owi	oclc_eholdings	oclc_holdings	person_id	place	publisher_marc
7177	Cassill, R. V. (Ronald Verlin) 1919-2002	Cassill, R. V.				Cassill, R. V. (Ronald Verlin), 1919-2002	n80079531	111150507	Q7365357	1970	mdp.39015019997025	ic	Doctor Cobb's game, by R. V. Cassill.	B. Geis Associates, distributed by World Pub. Co. [1970]	[]		['72122880//r84']	['101372']	57522603	112	414	3349	nyu	B. Geis Associates, distributed by World Pub. Co.
7178	Shacochis, Bob.	Shacochis, Bob				Shacochis, Bob	n84105588	44315563	Q4933931	1985	mdp.39015010762436	ic	Easy in the islands : stories / by Bob Shacochis.	Crown Publishers, c1985.	['0517555492']	0517555492	['84015570']	['10995972']	781631	64	669	1389	nyu	Crown Publishers
7179	Chasin, Helen.	Chasin, Helen				Chasin, Helen	n50036225	238327545	Q13563241	1968	mdp.39015013102416	ic	Coming close, and other poems. Foreword by Dudley Fitts.	Yale University Press, 1968.	[]		['68013900']	['438088']	2372942	155	443	3645	ctu	Yale University Press
7180	Levine, Philip 1928-	Levine, Philip				Levine, Philip, 1928-2015	n78093573	110361442	Q531273	1985	mdp.39015011322818	ic	Sweet will : poems / by Philip Levine.	Atheneum, 1985.	['0689115857']	9780985932510	['84045781']	['12145833']	250632374	841	435	87	nyu	Atheneum
7181	Carver, Raymond 1938-1988	Carver, Raymond				Carver, Raymond, 1938-1988	n80113040	88660538	Q219862	1985	mdp.39015010839002	ic	Where water comes together with other water : poems / by Raymond Carver.	Random House, c1985.	['0394544706 :']	0394544706	['84042998']	['11399893']	346154620	30	752	3683	nyu	Random House
7182	Hannah, Barry.	Hannah, Barry				Hannah, Barry	n80014822	14785172	Q458336	1985	mdp.39015011012666	ic	Captain Maximus : stories / by Barry Hannah.	Knopf, 1985.	['0394544587 :']	0394544587	['84048738']	['11518889']	3948245	10	381	3198	nyu	Knopf
7183	Galvin, James.	Galvin, James	Bell, Marvin 1937-			Galvin, James	n80083528	91815764	Q6134459	1984	mdp.39015012271469	ic	God's mistress / James Galvin ; selected by Marvin Bell.	Harper & Row, c1984.	['0060911468 (pbk.) :,006015294X :']	006015294X	['83048788']	['10099699']	3611978	2	371	1000	nyu	Harper & Row
7184	Schultz, Philip.	Schultz, Philip				Schultz, Philip	n78035943	22469870	Q7184353	1984	mdp.39015010906249	ic	Deep within the ravine : poems / by Philip Schultz.	Viking, 1984.	['0670266094 :']	0670266094	['83040641']	['12080321']	4694658	22	423	609	nyu	Viking Penguin
7185	Bly, Robert.	Bly, Robert				Bly, Robert	n79054927	79847862	Q472507	1985	mdp.39015009308423	ic	Loving a woman in two worlds / Robert Bly.	Dial Press, 1985.	['0385274181 :']	0385274181	['84012704']	['10878444']	3433930	23	713	5	nyu	Dial Press
7186	Levine, Philip 1928-	Levine, Philip				Levine, Philip, 1928-2015	n78093573	110361442	Q531273	1972	mdp.39015002385493	ic	They feed they lion : poems / by Philip Levine.	Atheneum, 1972.	[]		['74183612']	['267455']	1388511	2	516	87	nyu	Atheneum
7187	Levine, Philip 1928-	Levine, Philip				Levine, Philip, 1928-2015	n78093573	110361442	Q531273	1974	mdp.39015001145328	ic	1933; poems.	Atheneum, 1974.	['068910586X']	068910586X	['73088297']	['1366876']	2276137	11	540	87	nyu	Atheneum
7188	Levine, Philip 1928-	Levine, Philip				Levine, Philip, 1928-2015	n78093573	110361442	Q531273	1970	mdp.39015002385311	ic	5 Detroits.	Unicorn Press [1970]	[]		['75080964']	['324232']	1410016	2	205	87	cau	Unicorn Press
7189	Kentfield, Calvin 1924-	Kentfield, Calvin				Kentfield, Calvin, 1924-	n50044756	91951072	Q94291296	1957	mdp.39015016435441	und	The angel and the sailor : a novella and nine stories / by Calvin Kentfield.	McGraw-Hill, 1957.	[]		['57006399']	['3022529']	7311989	2	143	4337	nyu	McGraw-Hill
7190	Krim, Seymour 1922-	Krim, Seymour				Krim, Seymour, 1922-	n90722925	112705190	Q7459196	1961	uc1.b3711209	und|pd	Views of a nearsighted cannoneer. Foreword by Norman Mailer.	Excelsior Press [1961]	[]		['61003778/L']	['635558']	1372012	14	371	3084	nyu	Excelsior Press
7191	Tiempo, Edilberto K.	Tiempo, Edilberto K.				Tiempo, Edilberto K.	n84226138	87607162	Q3550871	1985	mdp.39015030717212	ic	The standard-bearer : a novel.	New Day Publishers, 1985.	['971100237x']	971100237X	[]	['13593978']	436283312	1	45	44	ph	New Day Publishers ;
7192	Dubus, Andre 1936-1999	Dubus, Andre				Dubus, Andre, 1936-1999	n79134894	110787061	Q493118	1984	mdp.39015010737941	ic	We don't live here anymore : the novellas of Andre Dubus.	Crown, c1984.	['0517553627 (pbk.) :']	0517553627	['83026215']	['10277490']	3943278602	1	271	3855	nyu	Crown
7193	Dobyns, Stephen 1941-	Dobyns, Stephen				Dobyns, Stephen, 1941-	n50027452	85546337	Q7609076	1984	mdp.39015059571912	ic	Black dog, red dog : poems / by Stephen Dobyns.	Holt, Rinehart and Winston, c1984.	['0030710774']	0030710774	['83018611']	['10020295']	905750073	12	333	287	nyu	Holt, Rinehart and Winston
7194	Engle, Paul 1908-	Engle, Paul				Engle, Paul, 1908-1991	n79084424	111240117	Q7150503	1951	uc1.b3687459	und	The word of love. [Poems]	Random House [1951]	[]		['51010256']	['1394740']	61290224	2	238	3083	nyu	Random House
7195	Engle, Paul 1908-	Engle, Paul				Engle, Paul, 1908-1991	n79084424	111240117	Q7150503	1959	uc1.b3687456	und|ic	Poems in praise.	Random House [1959]	[]		['59010822']	['1690495']	61290201	10	374	3083	nyu	Random House
7196	Twichell, Chase 1950-	Twichell, Chase				Twichell, Chase, 1950-	n81017543	595149198244374940003	Q5087206	1986	mdp.39015012159532	ic	The odds / Chase Twichell.	University of Pittsburg Press, c1986.	['0822935287 (hard),0822953773 (pbk.)']	0822953773	['85022562']	['12695393']	5753208	3	206	975	pau	University of Pittsburg Press
7197	Engle, Paul 1908-1991	Engle, Paul				Engle, Paul, 1908-1991	n79084424	111240117	Q7150503	1956	uc1.b3687452	und	American child; sonnets for my daughters, with thirty-six new poems.	Dial Press [1956]	[]		['56009509/L']	['283625']	3943851125	11	269	3083	nyu	Dial Press
7198	Engle, Paul 1908-1991	Engle, Paul				Engle, Paul, 1908-1991	n79084424	111240117	Q7150503	1941	uc1.$b100775	ic	Always the land / Paul Engle.	Random House, c1941.	[]		['41003535']	['1147262']	2072917	11	181	3083	nyu	Random House
7199	Engle, Paul 1908-1991	Engle, Paul				Engle, Paul, 1908-1991	n79084424	111240117	Q7150503	1934	mdp.39015050800997	und	American song,  a book of poems,	Doubleday, Doran & company, inc.,  1934.	[]		['34027209']	['1347633,214880374']				3083	nyu	Doubleday, Doran & company, inc.
7200	Dickey, William.	Dickey, William				Dickey, William	n80037955	75146077	Q1670218	1963	mdp.39015031229399	und	Interpreter's house; [poems]	Ohio State University Press [1963]	[]		['63020466']	['283098']	296509182	24	409	76	ohu	Ohio State University Press
7201	Dickey, William.	Dickey, William				Dickey, William	n80037955	75146077	Q1670218	1959	uc1.b4105006	und	Of the festivity. Foreword by W. H. Auden.	Yale University Press, 1959	[]		['59006795/L']	['1062313']	336765	14	413	76	ctu	Yale University Press
7202	Turco, Lewis.	Turco, Lewis	Turco, Lewis.			Turco, Lewis	n77009242	41868730	Q6537125	1986	umn.31951000755980l	ic	The new book of forms : a handbook of poetics / Lewis Turco.	University Press of New England, 1986.	['0874513812 (pbk.) :', '0874513804 :']	0874513804	['86040116']	['13359091']	3855464845	251	921	3162	nhu	University Press of New England
7203	Yates, Richard 1926-	Yates, Richard	Dickes, Andre former owner.	Victor, Thomas photographer.	Gould, Peter K. former owner.	Yates, Richard, 1926-1992	n50014254	17323284	Q544611	1986	mdp.39015013433761	ic	Cold Spring Harbor / Richard Yates.	Delacorte Press/Seymour Lawrence, c1986.	['0385295022']	0385295022	['86002095']	['13123048']	57626143	69	838	3124	nyu	Delacorte Press/Seymour Lawrence
7204	McPherson, Sandra.	McPherson, Sandra				McPherson, Sandra	n81082863	72717074	Q7416709	1973	mdp.39015009288427	ic	Radiation.	Ecco Press; [distributed by Viking Press, 1973]	['0912946040 :']	0912946040	['73081356']	['814638']	558038	11	335	3690	nyu	Ecco Press; [distributed by Viking Press
7205	McPherson, Sandra.	McPherson, Sandra				McPherson, Sandra	n81082863	72717074	Q7416709	1970	mdp.39015009111348	ic	Elegies for the hot season.	Indiana University Press [1970]	[]	0253121604	['79108214']	['79259']	558072	165	423	3690	inu	Indiana University Press
7206	Grumbach, Doris.	Grumbach, Doris				Grumbach, Doris	n81003532	59245122	Q5297938	1967	mdp.39015010418542	ic	The company she kept.	Coward-McCann [1967]	[]		['66026531//r85']	['387837']	1337549	10	818	3640	nyu	Coward-McCann
7207	Levis, Larry.	Levis, Larry				Levis, Larry	n80144979	92054633	Q6490699	1972	mdp.39015002385360	ic	Wrecking crew; poems.	University of Pittsburgh Press [1972]	['0822932385']	0822952262	['78181398']	['304016']	10568000135	52	532	4397	pau	University of Pittsburgh Press
7208	Levine, Philip 1928-	Levine, Philip				Levine, Philip, 1928-2015	n78093573	110361442	Q531273	1971	mdp.39015002385337	ic	"Red dust; poems. With prints by Marcia Maris from the series ""Vital parts""."	Kayak Books, 1971]	[]		['76356892']	['597611']	233191107	2	171	87	cau	Kayak Books
7209	Spencer, Scott.	Spencer, Scott				Spencer, Scott	n79055602	88181441	Q7437294	1979	mdp.39015046842806	ic	Endless love / by Scott Spencer.		['0394506057 :']	0394506057	['79002089']	['4883289']	462905	221	1206	3217	nyu	
7210	Warren, Robert Penn 1905-1989	Warren, Robert Penn				Warren, Robert Penn, 1905-1989	n78091524	61553765	Q312720	1958	uc1.b3829853	und	Selected essays.	Random House [1958]	[]	0394451023	['58007674/L']	['269348']	52424168	12	1336	4365	nyu	Random House
7211	Bly, Robert.	Bly, Robert				Bly, Robert	n79054927	79847862	Q472507	1986	mdp.39015011311654	ic	Selected poems / Robert Bly.	Perennial Library, c1986.	['0060960485 (pbk.) :,0060153342 :']	0060153342	['84047556']	['12695827']	2559019839	12	1040	5	nyu	Perennial Library
7212	Kentfield, Calvin 1924-	Kentfield, Calvin				Kentfield, Calvin, 1924-	n50044756	91951072	Q94291296	1955	mdp.39015016435433	ic	The Alchemist's voyage; an adventure.	Harcourt, Brace [1955]	[]		['55010149/L']	['1545734']	2448683	2	74	4337	nyu	Harcourt, Brace
7213	Kentfield, Calvin 1924-	Kentfield, Calvin				Kentfield, Calvin, 1924-	n50044756	91951072	Q94291296	1974	mdp.39015030700549	ic	The great green; a loose memoir of merchant marine life in the middle of the twentieth century with examples of true experience being turned into fiction.	Dial Press, 1974.	[]		['73010245']	['668439']	1689409	22	146	4337	nyu	Dial Press
7214	Hollo, Anselm.	Hollo, Anselm				Hollo, Anselm	n79059776	2485795	Q252476	1970	uc1.b3487004	ic	Maya: works, 1959-1969.	Cape Goliard, 1970.	['0206619723:']	0206619723	['71541416']	['125925']	18606404	3	253	3119	enk	Cape Goliard
7215	Shapiro, Karl Jay 1913-2000	Shapiro, Karl Jay	Gertrude Clarke Whittall Poetry and Literature Fund			Shapiro, Karl, 1913-2000	n79021704	109257053	Q2906282	1967	uiug.30112010501978	pd	Randall Jarrell, by Karl Shapiro.	Published for the Library of Congress by the Gertrude Clarke Whittall Poetry and Literature Fund; [for sale by the Supt. of Docs., U.S. Govt. Print. Off.] 1967.	[]		['67060005']	['885842']	49051537	36	413	4367	dcu	Published for the Library of Congress by the Gertrude Clarke Whittall Poetry and Literature Fund; [for sale by the Supt. of Docs., U.S. Govt. Print. Off.]
7216	Hollo, Anselm.	Hollo, Anselm				Hollo, Anselm	n79059776	2485795	Q252476	1965	mdp.39015021970754	ic	& it is a song; poems.	Migrant Press, 1965]	[]		[]	['845210']	197787972	2	92	3119	enk	Migrant Press
7217	Hoagland, Edward.	Hoagland, Edward				Hoagland, Edward	n79058588	37833728	Q3048551	1973	mdp.39015008530886	ic	Walking the Dead Diamond River.	Random House [1973]	['0394483618:']	0394483618	['72010806']	['495204']	1589107	20	739	3641	nyu	Random House
7218	Hughes, David 1930-2005	Hughes, David				Hughes, David, 1930-2005	n50033182	12460020	Q1174793	1985	mdp.39015007047932	ic	The pork butcher / David Hughes.	Schocken Books, 1985, c1984.	['0805239847']	0805239847	['84023462']	['11289875']	355837138	29	341	3201	nyu	Schocken Books
7219	Levis, Larry.	Levis, Larry				Levis, Larry	n80144979	92054633	Q6490699	1985	mdp.39015009300065	ic	Winter stars / Larry Levis.	University of Pittsburgh Press, c1985.	['0822953684 (pbk.),0822935112']	9780822991106	['84021957']	['11316140']	3834999	1174	370	4397	pau	University of Pittsburgh Press
7220	Cassill, R. V. (Ronald Verlin) 1919-2002	Cassill, R. V.				Cassill, R. V. (Ronald Verlin), 1919-2002	n80079531	111150507	Q7365357	1985	uc1.b4975886	ic	After Goliath : a novel / by R.V. Cassill.	Ticknor & Fields, 1985.	['0899193250 :']	0899193250	['84016225']	['11187567']	429083197	11	329	3349	nyu	Ticknor & Fields
7221	Tiempo, Edilberto K.	Tiempo, Edilberto K.				Tiempo, Edilberto K.	n84226138	87607162	Q3550871	1984	mdp.39015011337253	ic	Cracked mirror : a novel / by Edilberto K. Tiempo.	New Day Publishers, 1984.	[]	9711001454	[]	['12051933']	203324279	10	50	44	ph	New Day Publishers
7222	Busch, Frederick 1941-2006	Busch, Frederick				Busch, Frederick, 1941-2006	n79102784	110494254	Q1452813	1984	mdp.39015008917653	ic	Too late American boyhood blues : ten stories / Frederick Busch.	D.R. Godine, 1984.	['087923511X :']	087923511X	['83048895']	['10506609']	48377302	12	472	3643	mau	D.R. Godine
7223	Busch, Frederick 1941-2006	Busch, Frederick				Busch, Frederick, 1941-2006	n79102784	110494254	Q1452813	1986	mdp.39015012215896	ic	When people publish : essays on writers and writing / by Frederick Busch.	University of Iowa Press, 1986.	['0877451451']	0877451451	['86007051']	['13456475']	346777214	11	439	3643	iau	University of Iowa Press
7224	Grumbach, Doris.	Grumbach, Doris				Grumbach, Doris	n81003532	59245122	Q5297938	1987	uc1.b4978164	ic	The magician's girl / by Doris Grumbach.	Macmillan, c1987.	['0025463306']	0025463306	['86008467']	['13526226']	7379146	105	519	3640	nyu	Macmillan
7225	Johnson, Denis 1949-	Johnson, Denis				Johnson, Denis, 1949-2017	n81147004	51707360	Q340016	1986	mdp.39015014305091	ic	The stars at noon / Denis Johnson.	Knopf : Distributed by Random House, 1986.	['0394538404 :']	0394538404	['86045274']	['13524395']	7311806	2	561	786	nyu	Knopf :
7226	Kenney, Richard.	Kenney, Richard				Kenney, Richard	n83168086	77694612	Q7327047	1985	uc1.b4464366	ic	Orrery / Richard Kenney.	Atheneum, 1985.	['0689116403 (pbk.)', '0689116314 :']	0689116314	['85047604']	['13045287']	5860490	3	336	3099	nyu	Atheneum
7227	Busch, Frederick 1941-2006	Busch, Frederick				Busch, Frederick, 1941-2006	n79102784	110494254	Q1452813	1973	mdp.39015000677453	ic	Hawkes: a guide to his fictions.	Syracuse University Press, 1973.	['0815600895']	0815600895	['72007765']	['508001']	347343887	12	704	3643	nyu	Syracuse University Press
7228	Hall, Oakley M.	Hall, Oakley M.				Hall, Oakley M.	n79134992	42004776	Q7074155	1970	uc1.b3688225	ic	A game for eagles, by Oakley Hall.	Morrow, 1970.	[]		['73121693']	['118825']	1238419	10	134	17	nyu	Morrow
7229	Kinsella, W. P.	Kinsella, W. P.				Kinsella, W. P.	n77004617	957296	Q7945871	1986	mdp.39015011027862	ic	Dance me outside : more tales from the Ermineskin Reserve / by W.P. Kinsella.	D.R. Godine, 1986, c1977.	['0879235837 :']	0879235837	['85070142']	['12421968']	11126525402	11	308	1089	mau	D.R. Godine
7230	McDowell, Frederick P. W.	McDowell, Frederick P. W.				McDowell, Frederick P. W.	n50007365	165673449		1960	mdp.39015054095545	ic	Ellen Glasgow and the ironic art of fiction.	University of Wisconsin Press, 1960.	[]		['60009551/L']	['244822']	1396573	25	1211	3128	miu	University of Wisconsin Press
7231	Gardner, John 1933-1982 author.	Gardner, John	Gardner, John 1933-1982	Delbanco, Nicholas writer of introduction, former owner.		Gardner, John, 1933-1982	n79056152	2470610	Q1381985	1986	mdp.39015010923335	ic	Stillness ; and, Shadows / John Gardner ; edited and with an introduction by Nicholas Delbanco.	Alfed A. Knopf, 1986.	['0394544021 :']	0394544021	['85045592']	['13003084']	57575764	101	644	3286	nyu	
7232	Gardner, John 1933-1982	Gardner, John				Gardner, John, 1933-1982	n79056152	2470610	Q1381985	1973	mdp.39015003681197	ic	Jason and Medeia [by] John Gardner.	Knopf; [distributed by Random House] 1973.	['0394483170 :']	0394483170	['72011021']	['675971']	57574246	101	1034	3286	nyu	Knopf; [distributed by Random House]
7233	Gardner, John 1933-1982	Gardner, John				Gardner, John, 1933-1982	n79056152	2470610	Q1381985	1971	mdp.39015034646342	ic	Grendel [by] John Gardner. Illustrated by Emil Antonucci.	Knopf, 1971.	['0394471431 :']	0394471431	['70154911']	['161732']	57574192	182	3835	3286	nyu	Knopf
7234	Bell, Marvin 1937-	Bell, Marvin				Bell, Marvin, 1937-	n50006519	12325040	Q6778291	1983	mdp.39015010379967	ic	Old snow just melting : essays and interviews / Marvin Bell.	University of Michigan Press, c1983.	['0472063421 (pbk.) :']	0472063421	['82021972']	['8975361']	889636117	1	347	158	miu	University of Michigan Press
7235	Bly, Robert.	Bly, Robert				Bly, Robert	n79054927	79847862	Q472507	1974	mdp.39015008501283	ic	Point Reyes poems.	Mudra, c1974	[]	0914726110	[]	['1068596']	2019623	11	296	5	cau	Mudra
7236	Bly, Robert.	Bly, Robert	Wang, Hui-ming illustrator.	Barre Publishers		Bly, Robert	n79054927	79847862	Q472507	1973	mdp.39015002263435	ic	Jumping out of bed : poems / by Robert Bly ; woodcuts by Wang Hui-ming.	Barre Publishers, 1973.	[]	0827172451	[]	['604365']	1612017	10	449	5	mau	Barre Publishers
7237	Boles, Robert.	Boles, Robert				Boles, Robert	no2004102128	19398390		1964	uc1.$b401385	ic	The people one knows, a novel.	Houghton Mifflin, 1964.	[]		['64017362']	['869564']	815120935	2	212	3120	mau	Houghton Mifflin
7238	Boles, Robert.	Boles, Robert				Boles, Robert	no2004102128	19398390		1968	uc1.$b401384	ic	Curling, a novel.	Houghton Mifflin 1968 [c1967]	[]		['68012778']	['437443']	800625917	2	253	3120	mau	Houghton Mifflin
7239	Bell, Marvin 1937-	Bell, Marvin				Bell, Marvin, 1937-	n50006519	12325040	Q6778291	1974	mdp.39015030735677	ic	Residue of song : poems / by Marvin Bell.	Atheneum, 1974.	['0689106378:']	0689106378	['74080325']	['1017460']	364176317	151	254	158	nyu	Atheneum
7240	Bell, Marvin 1937-	Bell, Marvin				Bell, Marvin, 1937-	n50006519	12325040	Q6778291	1969	mdp.39015030735693	ic	A probable volume of dreams : poems.	Atheneum, 1969.	[]		['77084942']	['47316']	366273555	10	382	158	nyu	Atheneum
7241	Bell, Marvin 1937-	Bell, Marvin				Bell, Marvin, 1937-	n50006519	12325040	Q6778291	1971	mdp.39015030735685	ic	The escape into you; a sequence.	Atheneum, 1971.	[]	0689104723	['79162967']	['162819']	53947411	159	347	158	nyu	Atheneum
7242	Godwin, Gail.	Godwin, Gail				Godwin, Gail	n50033169	100267478	Q2908695	1985	mdp.39015007026837	ic	The finishing school / by Gail Godwin.	Viking, 1985, c1984.	['0670314943 :']	0670314943	['84040069']	['10850141']	877314	126	2251	3459	nyu	Viking
7243	McDowell, Frederick P. W.	McDowell, Frederick P. W.				McDowell, Frederick P. W.	n50007365	165673449		1966	uc1.b4381855	ic	Caroline Gordon,	University of Minnesota Press [1966]	[]	0816652163	['66064592']	['284661']	1445654	754	1018	3128	mnu	University of Minnesota Press
7244	Engle, Paul 1908-	Engle, Paul				Engle, Paul, 1908-1991	n79084424	111240117	Q7150503	1932	mdp.39015003350033	ic	Worn earth [by] Paul Engle.	Yale university press; H. Milford, Oxford university press, 1932.	[]	0404538312	['32024018//r38']	['3351565']	57471886	160	289	3083	ctu	Yale university press;
