The Index of Major Literary Prizes in the US – Post45 Data Collective,,,,,,,,,,,,,,,,
full_name,gender,mfa_degree,role,prize_year,prize_name,prize_amount,prize_institution,prize_type,prize_genre,author_wikidata,author_viaf,author_lccn,elite_institution,graduate_degree,stegner,title_of_winning_book
Rafael Campo,male,,judge,2016,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q7282063,92108981,n94016553,,graduate,,Ozone Journal
Nikky Finney,female,,judge,2016,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q7035311,210225289,n84162079,,,,Ozone Journal
Richard Eder,male,,judge,1987,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q7325431,4.12215E+21,n97867058,Harvard University,,,Paco's Story
Larry Heinemann,male,,winner,1987,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q6490488,4958369,n85339740,,,,Paco's Story
Gloria Naylor,female,,judge,1987,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q3510225,59679442,n81130505,Yale University,graduate,,Paco's Story
Hilma Wolitzer,female,,judge,1987,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q5764256,52928077,n50013816,,,,Paco's Story
Kirk Nesset,male,,winner,2007,Drue Heinz Literature Prize,"15,000.00  $",University of Pittsburg Press,book,prose,,39533816,n94066257,,graduate,,Paradise Road
Hilary Masters,male,,judge,2007,Drue Heinz Literature Prize,"15,000.00  $",University of Pittsburg Press,book,prose,Q3785608,33110744,n82040056,Brown University,,,Paradise Road
Brad Leithauser,male,,judge,1988,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q896817,94522244,n81126641,Harvard University,graduate,,Paris Trout
Charles Johnson,male,,judge,1988,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q1065092,4.09815E+21,n86836122,,graduate,,Paris Trout
Joe Conarroe,male,,judge,1988,National Book Award,"10,000.00  $",National Book Foundation,book,prose,,,,,graduate,,Paris Trout
Pete Dexter,male,,winner,1988,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q458445,110920531,n83164416,,,,Paris Trout
Carolyn See,female,,judge,1988,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q5045458,5623373,n81039797,,graduate,,Paris Trout
Joyce Carol Oates,female,,judge,1988,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q217557,40901750,n78095538,,graduate,,Paris Trout
Loyd Little,male,,winner,1976,Hemingway Award for Debut Novel,"10,000.00  $",PEN America,book,prose,,16408126,n91076042,,,,Parthian Shot
Galway Kinnell,male,,judge,1988,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q2425705,36939820,n78095426,Princeton University,graduate,,Partial Accounts: New And Selected Poems
William Meredith,male,,winner,1988,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,,,,Princeton University,,,Partial Accounts: New And Selected Poems
Karl Shapiro,male,,judge,1988,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q2906282,109257053,n79021704,,,,Partial Accounts: New And Selected Poems
Alicia Ostriker,female,,judge,1988,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q21623,79060171,n80139339,,graduate,,Partial Accounts: New And Selected Poems
Karl Kirchway,male,,judge,1995,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,,,,"Yale University, Columbia University",graduate,,"Passing Through: The Later Poems, New And Selected"
Robert Phillips,male,,judge,1995,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q7348886,108961346,n78096860,Yale University,graduate,,"Passing Through: The Later Poems, New And Selected"
Stanley Kunitz,male,,winner,1995,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q1974852,109638294,n79007720,Harvard University,graduate,,"Passing Through: The Later Poems, New And Selected"
Joseph Bruchac,male,,judge,1995,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q1706690,29521034,n79042033,Cornell University,graduate,,"Passing Through: The Later Poems, New And Selected"
Sharon Olds,female,,judge,1995,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q3180469,13382047,n79125390,"Stanford University, Columbia University",graduate,,"Passing Through: The Later Poems, New And Selected"
Sandra McPherson,female,,judge,1995,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q7416709,72717074,n81082863,,,,"Passing Through: The Later Poems, New And Selected"
John Edgar Wideman,male,University of Iowa,winner,1991,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q688739,110405033,n82231445,University of Pennsylvania,graduate,,Philadelphia Fire
Percival Everett,male,Brown University,judge,1991,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q3375158,120212810,n83043473,Brown University,graduate,,Philadelphia Fire
Bharati Mukherjee,female,University of Iowa,judge,1991,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q4357833,76348204,n50004570,,graduate,,Philadelphia Fire
"Maureen Howard,",female,,judge,1991,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q6792696,30439573,n79147912,,,,Philadelphia Fire
Stanley Kunitz,male,,judge,1963,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1974852,109638294,n79007720,Harvard University,graduate,,Pictures From Brueghel
William Carlos Williams,male,,winner,1963,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q178106,29542054,n79060075,University of Pennsylvania,,,Pictures From Brueghel
Louis Untermeyer,male,,judge,1963,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1872015,39541598,n79054344,,,,Pictures From Brueghel
Janet Kauffman,female,,winner,1985,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q6153426,94916678,n82014994,University of Chicago,graduate,,Places In The World A Woman Could Walk
Wright Morris,male,,winner,1981,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q920901,109087827,n79063109,,,,Plains Song: For Female Voices
Stanley Kunitz,male,,judge,1962,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1974852,109638294,n79007720,Harvard University,graduate,,Poems
Alan Dugan,male,,winner,1962,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q4706542,84538866,n50033083,,,,Poems
Louis Untermeyer,male,,judge,1962,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1872015,39541598,n79054344,,,,Poems
William Jay Smith,male,,judge,1962,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q4355736,1176890,n79042253,,graduate,,Poems
Alan Dugan,male,,winner,1962,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q4706542,84538866,n50033083,,,,Poems
Leonie Adams,female,,judge,1962,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q467163,114359194,n81117461,Barnard College,,,Poems 
Tom Sleigh,male,Johns Hopkins University,judge,2001,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q15485557,16128387,n82217081,,graduate,,Poems Seven: New And Complete Poetry (Vol 7 Of Seven)
Rafael Campo,male,,judge,2001,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q7282063,92108981,n94016553,,graduate,,Poems Seven: New And Complete Poetry (Vol 7 Of Seven)
Stanley Plumly,male,,judge,2001,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q7599874,46889391,n83039085,,graduate,,Poems Seven: New And Complete Poetry (Vol 7 Of Seven)
Alan Dugan,male,,winner,2001,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q4706542,84538866,n50033083,,,,Poems Seven: New And Complete Poetry (Vol 7 Of Seven)
Marie Howe,female,Columbia University,judge,2001,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q6762878,63086949,n88035064,Columbia University,graduate,,Poems Seven: New And Complete Poetry (Vol 7 Of Seven)
Toi Dericotte,female,,judge,2001,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,,,,,graduate,,Poems Seven: New And Complete Poetry (Vol 7 Of Seven)
Alfred Kreynborg,male,,judge,1956,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,,,,,,,Poems: North & South: A Cold Spring
Louis Untermeyer,male,,judge,1956,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1872015,39541598,n79054344,,,,Poems: North & South: A Cold Spring
Elizabeth Bishop,female,,winner,1956,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q235946,71405503,n79047629,,,,Poems: North & South: A Cold Spring
Frederick Busch,male,,judge,1993,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q1452813,110494254,n79102784,Columbia University,graduate,,Postcards
Rudolfo Anaya,male,,judge,1993,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q1326764,110322020,n80065960,,graduate,,Postcards
Janet Kauffman,female,,judge,1993,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q6153426,94916678,n82014994,University of Chicago,graduate,,Postcards
Annie Proulx,female,,winner,1993,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q229840,113957087,n80091138,,graduate,,Postcards
Charles Harper Webb,male,University of Southern California,judge,2007,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q5078789,36077392,n90663599,,graduate,,Potscrubber Lullabies
Robert Wrigley,male,University of Montana,judge,2007,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q7351272,52952040,n78090918,,graduate,,Potscrubber Lullabies
Robert Pinsky,male,,judge,2007,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q588807,79069348,n83039273,Stanford University,graduate,Stegner,Potscrubber Lullabies
Eric McHenry,male,,winner,2007,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q5387072,11742200,n2006091006,,graduate,,Potscrubber Lullabies
Allison Joseph,female,Indiana University,judge,2007,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q4732772,16439070,n93052330,,graduate,,Potscrubber Lullabies
Alice Quinn,female,,judge,2007,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q62129862,6.14542E+18,n2020000560,,,,Potscrubber Lullabies
Donald Justice,male,,judge,2002,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q5294615,79095207,n79145515,Stanford University,graduate,Stegner,Practical Gods
Carl Dennis,male,,winner,2002,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q5040035,64133290,n79062703,,graduate,,Practical Gods
Wesley McNair,male,,judge,2002,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q7983963,35835638,n83187530,,graduate,,Practical Gods
Wendy Lesser,female,,judge,2002,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q13563174,51754099,n86057600,Harvard University,graduate,,Practical Gods
Alexander Chee,male,University of Iowa,judge,2015,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q4718581,162709698,n2001037216,,graduate,,Preparation For The Next Life
Atticus Lish,male,,winner,2015,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q20657191,313293712,no2014166736,Harvard University,,,Preparation For The Next Life
Marc Fitten,male,,judge,2015,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q18628945,86169926,n2008054928,,,,Preparation For The Next Life
Deirdre McNamer,female,University of Montana,judge,2015,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q5252576,,,,graduate,,Preparation For The Next Life
Karl Malkoff,male,,judge,1975,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,,,,,,,Presentation Piece
Lesi Ssman,male,,judge,1975,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,,,,Harvard University,,,Presentation Piece
Mona Van Duyn,female,,judge,1975,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q6897736,14898782,n81147222,,graduate,,Presentation Piece
Marilyn Hacker,female,,winner,1975,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q3293094,91637977,n79141265,,,,Presentation Piece
Jonathan Penner,male,University of Iowa,winner,1983,Drue Heinz Literature Prize,"15,000.00  $",University of Pittsburg Press,book,prose,Q6274114,35104154,n83039980,,graduate,,Private Parties
Wright Morris,male,,judge,1983,Drue Heinz Literature Prize,"15,000.00  $",University of Pittsburg Press,book,prose,Q920901,109087827,n79063109,,,,Private Parties
Alfred Kreynborg,male,,judge,1958,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,,,,,,,Promises: Poems 1954-1956
Robert Penn Warren,male,,winner,1958,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q312720,61553765,n78091524,,graduate,,Promises: Poems 1954-1956
Louis Untermeyer,male,,judge,1958,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1872015,39541598,n79054344,,,,Promises: Poems 1954-1956
John Ciardi,male,,judge,1958,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q947519,108198403,n79058347,,graduate,,"Promises: Poems, 1954-1956"
Robert Penn Warren,male,,winner,1958,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q312720,61553765,n78091524,,graduate,,"Promises: Poems, 1954-1956"
William Meredith,male,,judge,1958,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,,,,Princeton University,,,"Promises: Poems, 1954-1956"
Louis Untermeyer,male,,judge,1958,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q1872015,39541598,n79054344,,,,"Promises: Poems, 1954-1956"
Adrienne Rich,female,,judge,1958,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q270705,16565,no2010203172,Radcliffe College,graduate,,"Promises: Poems, 1954-1956"
Marianne Moore,female,,judge,1958,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q278495,61562401,n50016866,,,,"Promises: Poems, 1954-1956"
Charles Wright,male,University of Iowa,judge,1998,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q2960465,110426741,n78095427,,graduate,,Questions For Ecclesiastes
Mark Jarman,male,University of Iowa,winner,1998,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q6768234,73904557,n79058290,,graduate,,Questions For Ecclesiastes
Charles Simic,male,,judge,1998,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q722555,22044,n80043344,,,,Questions For Ecclesiastes
Chase Twichell,female,University of Iowa,judge,1998,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q5087206,5.95149E+20,n81017543,,graduate,,Questions For Ecclesiastes
N. Scott Momaday,male,,judge,1991,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q736570,110439963,n50003752,Stanford University,graduate,Stegner,Rabbit At Rest
John Updike,male,,winner,1991,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q105756,90712179,n79018616,Harvard University,,,Rabbit At Rest
Richard Eder,male,,judge,1991,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q7325431,4.12215E+21,n97867058,Harvard University,,,Rabbit At Rest
Anne Tyler,female,,judge,1991,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q235615,39384885,n79100453,,,,Rabbit At Rest
N. Scott Momaday,male,,judge,1982,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q736570,110439963,n50003752,Stanford University,graduate,Stegner,Rabbit Is Rich
Julian Moynahan,male,,judge,1982,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,,,,Princeton University,,,Rabbit Is Rich
John Updike,male,,winner,1982,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q105756,90712179,n79018616,Harvard University,,,Rabbit Is Rich
John Updike,male,,winner,1982,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q105756,90712179,n79018616,Harvard University,,,Rabbit Is Rich
Margaret Manning,female,,judge,1982,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q19561358,,,,,,Rabbit Is Rich
Inge Judd,unknown,,judge,1982,National Book Award,"10,000.00  $",National Book Foundation,book,prose,,,,,,,"Rabbit Is Rich & So Long, See You Tomorrow"
Inge Judd,unknown,,judge,1982,National Book Award,"10,000.00  $",National Book Foundation,book,prose,,,,,,,"Rabbit Is Rich & So Long, See You Tomorrow"
Robert Flint,male,,judge,1982,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q3938271,49351577,no92017771,,,,"Rabbit Is Rich & So Long, See You Tomorrow"
