record_id,wikidata_work_qid,title,creator,released,year_set,years_distant,multiyears,medium,genre,wikipedia_pg,verify_yr,notes,is_episode,predictions,source
netflix_ressha_2015,none,Ressha Sentai ToQGer: Super ToQ 7gou of Dreams,Netflix,2015,2025,10,,film,,,,"no WikiData, imdb: https://www.imdb.com/title/tt4529848/",,,wikifilm
nintendo_xenoblade_2015,Q15614860,Xenoblade Chronicles X,Nintendo,2015,2055,40,"2054, 2056",video game,action role-playing game,https://en.wikipedia.org/wiki/Xenoblade_Chronicles_X,,Year set is median of the periods portrayed in the work.,,,wikicategory
scott_martian_2015,Q18547944,The Martian,Ridley Scott,2015,2035,20,,film,science fiction film,https://en.wikipedia.org/wiki/The_Martian_(film),,,,,wikicategory; wikifilm
houellebecq_soumission_2015,Q18643289,Soumission,Michel Houellebecq,2015,2022,7,,fiction,dystopian novel,https://en.wikipedia.org/wiki/Submission_(novel),,,,,wikicategory; wikidata
mitani_galaxy_2015,Q21263929,Galaxy Turnpike,Kōki Mitani,2015,2265,250,,film,science fiction film,https://en.wikipedia.org/wiki/Galaxy_Turnpike,https://www.imdb.com/title/tt4440114/,,,,wikicategory; wikidata
goldsman_childhood's_2015,Q21480316,Childhood's End,Akiva Goldsman,2015,2037,22,"2016, 2035-2039",television,television series based on a novel,https://en.wikipedia.org/wiki/Childhood's_End_(miniseries),,Year set is median of the periods portrayed in the work.,,,wikicategory
kit_ten_2015,Q22098970,Ten Years,Au Man Kit,2015,2025,10,,film,anthology film,https://en.wikipedia.org/wiki/Ten_Years_(2015_film),,,,,wikicategory; wikifilm
trefgarne_narcopolis_2015,Q25136310,Narcopolis,Justin Trefgarne,2015,2044,29,,film,dystopian film,https://en.wikipedia.org/wiki/Narcopolis_(film),,,,,wikicategory
cawthon_five_2015,Q18913274,Five Nights at Freddy's 3,Scott Cawthon,2015,2023,8,,video game,survival horror,https://en.wikipedia.org/wiki/Five_Nights_at_Freddy's_3,,,,"The action takes place 30 years after the events of the first part of Five Nights at Freddy's (it is believed that the action of the first part of the game was around 1993). In the third part of the game, there are technologies for repelling and detecting animatronics.""",wikipast
silver_saints_2015,Q17911588,Saints Row: Gat Out of Hell,Deep Silver,2015,2020,5,,video game,action-adventure game,https://en.wikipedia.org/wiki/Saints_Row:_Gat_out_of_Hell,,,,"The entire universe is reset by God, with no one remembering their previous lives.""",wikipast
howard_fallout_2015,Q10493813,Fallout 4,Todd Howard,2015,2077,62,,fiction,action role-playing game,https://en.wikipedia.org/wiki/Fallout_4,,,,,wikicategory
media_time_2015,Q23774369,Time Machine VR,Minority Media,2015,2070,55,,video game,adventure video game,https://en.wikipedia.org/wiki/Time_Machine_VR,,,,,wikicategory
robinson_aurora_2015,Q20856830,Aurora,Kim Stanley Robinson,2015,2625,610,2545-2705,fiction,science fiction,https://en.wikipedia.org/wiki/Aurora_(novel),,Year set is median of the periods portrayed in the work.,,,wikitext
hatanaka_samurai_2015,Q20899569,Samurai Cop 2: Deadly Vengeance,Gregory Hatanaka,2015,2016,1,,film,buddy cop film,https://en.wikipedia.org/wiki/Samurai_Cop_2:_Deadly_Vengeance,,,,,wikicategory
_game_2015,Q110939965,"Game Over, Charles",,2015,2017,2,,television,,"https://en.wikipedia.org/wiki/Game_Over,_Charles",,,Q32450,,wikicategory
segura_torrente_2015,Q16641781,Torrente 5: Operación Eurovegas,Santiago Segura,2015,2018,3,,film,comedy film,https://en.wikipedia.org/wiki/Torrente_5:_Operación_Eurovegas,,,,,wikicategory
_final_2015,Q22007399,The Final Girl(s),,2015,2016,1,,television,,https://en.wikipedia.org/wiki/The_Final_Girl(s),,,,,wikicategory
taylor_thunderbirds_2015,Q17190450,Thunderbirds Are Go!,Richard Taylor,2015,2060,45,,television,computer-animated television series,https://en.wikipedia.org/wiki/Thunderbirds_Are_Go_(TV_series),,,,,wikitext
rayark_implosion_2015,Q24837318,Implosion - Never Lose Hope,Rayark,2015,2201,186,,video game,action game,https://en.wikipedia.org/wiki/Implosion:_Never_Lose_Hope,,,,,wikitext
xbox_screamride_2015,Q18536867,Screamride,Xbox Game Studios,2015,2400,385,,video game,puzzle video game,https://en.wikipedia.org/wiki/Screamride,,,,,wikitext
nihei_knights_2015,Q3815924,Knights of Sidonia,Tsutomu Nihei,2015,3394,1379,,comics,adventure anime and manga,https://en.wikipedia.org/wiki/Knights_of_Sidonia,,,,,wikitext
indiana_tentacle_2015,Q96627630,Tentacle (novel),Rita Indiana,2015,2037,22,,fiction,,https://en.wikipedia.org/wiki/Tentacle_(novel),,,,,wikicategory
pargin_futuristic_2015,Q124372929,Futuristic Violence and Fancy Suits,Jason Pargin,2015,2050,35,,fiction,,https://en.wikipedia.org/wiki/Futuristic_Violence_and_Fancy_Suits,,,,,wikicategory
_under_2016,Q18170584,Under the Dog,,2016,2025,9,,fiction,biopunk,https://en.wikipedia.org/wiki/Under_the_Dog,,,,,wikicategory
enix_deus_2016,Q19772510,Deus Ex: Mankind Divided,Square Enix; Feral Interactive,2016,2029,13,,video game,action role-playing game,https://en.wikipedia.org/wiki/Deus_Ex:_Mankind_Divided,,,,,wikicategory
mehra_baar_2016,Q20926266,Baar Baar Dekho,Nitya Mehra,2016,2029,13,"2018, 2023, 2034, 2047",film,romance film,https://en.wikipedia.org/wiki/Baar_Baar_Dekho,,Median of the film’s time traveling periods,,,wikifilm
tyldum_passengers_2016,Q20962283,Passengers,Morten Tyldum,2016,2313,297,,film,science fiction film,https://en.wikipedia.org/wiki/Passengers_(2016_film),,,,,wikifilm
mtv_shannara_2016,Q21072320,The Shannara Chronicles,MTV,2016,5000,2984,,television,fantasy television series,https://en.wikipedia.org/wiki/The_Shannara_Chronicles,,,,,wikicategory
metropolitan_macross_2016,Q21120333,Macross Delta,Tokyo Metropolitan Television; Nippon BS Broadcasting,2016,2067,51,,television,science fiction anime and manga,https://en.wikipedia.org/wiki/Macross_Delta,,,,,wikicategory; wikitext
wiseman_underworld_2016,Q21130624,Underworld: Blood Wars,Len Wiseman,2016,2024,8,,film,vampire film,https://en.wikipedia.org/wiki/Underworld:_Blood_Wars,,,,,wikicategory
bauman_space_2016,Q22350827,Space Cop,Jay Bauman,2016,2058,42,,film,science fiction film,https://en.wikipedia.org/wiki/Space_Cop,,,,,wikicategory
buecker_be_2016,Q23022132,Be Our Guest,Bradley Buecker,2016,2022,6,,fiction,,https://en.wikipedia.org/wiki/Be_Our_Guest_(American_Horror_Story),,,,,wikicategory
_digimon_2016,Q24862800,Digimon Universe: Appli Monsters,,2016,2045,29,,television,,https://en.wikipedia.org/wiki/Digimon_Universe:_App_Monsters,,,,,wikicategory
gallagher_thinning_2016,Q24905811,The Thinning,Michael J. Gallagher,2016,2041,25,,film,dystopian film,https://en.wikipedia.org/wiki/The_Thinning,,,,,wikicategory
garcia_2br02b_2016,Q27536663,2BR02B: To Be or Naught to Be,Marco Checa Garcia,2016,2202,186,,film,dystopian film,https://en.wikipedia.org/wiki/2BR02B:_To_Be_or_Naught_to_Be,,,,,wikifilm
softworks_doom_2016,Q513867,Doom,Bethesda Softworks,2016,2149,133,,video game,first-person shooter,https://en.wikipedia.org/wiki/Doom_(2016_video_game),,,,,wikicategory
crytek_homefront_2016,Q5889427,Homefront: The Revolution,Crytek; Deep Silver,2016,2029,13,,video game,first-person shooter,https://en.wikipedia.org/wiki/Homefront:_The_Revolution,,,,,wikicategory
clements_marge-ian_2016,Q23058726,The Marge-ian Chronicles,Chris Clements,2016,2051,35,,television,animated sitcom,https://en.wikipedia.org/wiki/The_Marge-ian_Chronicles,,,,,wikidata
niro_star_2016,Q20023116,Star Trek Beyond,Justin Lin,2016,2263,247,,film,science fiction film,https://en.wikipedia.org/wiki/Star_Trek_Beyond,https://memory-alpha.fandom.com/wiki/Star_Trek_Beyond,,Q1092,,wikicategory; wikifilm; wikidata
demonaco_purge_2016,Q20724304,The Purge: Election Year,James DeMonaco,2016,2040,24,2022-2040,film,horror film,https://en.wikipedia.org/wiki/The_Purge:_Election_Year,,Majority set in 2040,,,wikifilm; wikicategory
gil_project_2016,Q21009572,Project Lazarus,Mateo Gil,2016,2084,68,"2024, 2084",film,science fiction film,https://en.wikipedia.org/wiki/Realive,,Majority set in 2084,,,wikicategory
andreasyan_mafia_2016,Q22953531,Mafia: The Game of Survival,Sarik Andreasyan,2016,2072,56,,film,science fiction action film,https://en.wikipedia.org/wiki/Mafia:_The_Game_of_Survival,,,,,wikicategory; wikidata
netflix_kong_2016,Q24278800,Kong: King of the Apes,Netflix,2016,2050,34,,television,,https://en.wikipedia.org/wiki/Kong:_King_of_the_Apes,,,,,wikicategory
vaidy_jil_2016,Q22315051,Jil Jung Juk,Deeraj Vaidy,2016,2020,4,,film,dystopian film,https://en.wikipedia.org/wiki/Jil_Jung_Juk,,,,,wikifilm
ferrante_sharknado_2016,Q24905916,Sharknado: The 4th Awakens,Anthony C. Ferrante,2016,2020,4,,film,speculative/fantastic fiction film,https://en.wikipedia.org/wiki/Sharknado:_The_4th_Awakens,,,,,wikifilm
gout_mars_2016,Q27888038,Mars,Everardo Gout,2016,2033,17,,television,docudrama,https://en.wikipedia.org/wiki/Mars_(American_TV_series),,,,,wikicategory
shriver_mandibles_2016,Q24278832,The Mandibles,Lionel Shriver,2016,2029,13,,fiction,speculative/fantastic fiction,https://en.wikipedia.org/wiki/The_Mandibles,,,,,wikicategory
project_root_2016,Q11349227,Root Double: Before Crime * After Days,Sekai Project,2016,2030,14,,video game,visual novel,https://en.wikipedia.org/wiki/Root_Double:_Before_Crime_*_After_Days,,,,,wikicategory
yadav_good_2016,Q104870240,Good Robot,Arvind Raja Yadav,2016,2031,15,,video game,shoot 'em up,https://en.wikipedia.org/wiki/Good_Robot,,,,,wikicategory
thompson_rosewater_2016,Q65643770,Rosewater,Tade Thompson,2016,2066,50,,fiction,science fiction,https://en.wikipedia.org/wiki/Rosewater_(Thompson_novel),,,Q129590807,,wikicategory
palmer_too_2016,Q29649659,Too Like the Lightning,Ada Palmer,2016,2454,438,,fiction,science fiction,https://en.wikipedia.org/wiki/Too_Like_the_Lightning,,,,,wikitext
schmidt_legal_2016,Q30602800,Legal High,Rainer Schmidt,2016,2018,2,,fiction,,https://en.wikipedia.org/wiki/Legal_High_(novel),,,,,wikicategory
derrickson_doctor_2016,Q18406872,Doctor Strange,Scott Derrickson,2016,2017,1,,film,superhero film,https://en.wikipedia.org/wiki/Doctor_Strange_(2016_film),,,,,wikicategory
collet-serra_shallows_2016,Q21450484,The Shallows,Jaume Collet-Serra,2016,2017,1,,film,survival film,https://en.wikipedia.org/wiki/The_Shallows_(film),,,,,wikicategory
joost_nerve_2016,Q19865410,Nerve,Henry Joost,2016,2017,1,,film,techno-thriller,https://en.wikipedia.org/wiki/Nerve_(2016_film),,,,,wikicategory
mccoy_good_2016,Q20899738,Good Kids,Chris McCoy,2016,2017,1,,film,comedy film,https://en.wikipedia.org/wiki/Good_Kids,,,,,wikicategory
rowling_harry_2016,Q20711488,Harry Potter and the Cursed Child,J. K. Rowling,2016,2017,1,,fiction,fantasy,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Cursed_Child,,,,,wikicategory
_of_2016,Q110939980,Of Late I Think of Rosewood,,2016,2017,1,,television,,https://en.wikipedia.org/wiki/Of_Late_I_Think_of_Rosewood,,,Q32450,,wikicategory
shinkai_your_2016,Q21697406,Your Name,Makoto Shinkai,2016,2021,5,,film,anime film,https://en.wikipedia.org/wiki/Your_Name,,,,,wikicategory
cashman_undocumented_2016,Q32721097,Undocumented,Chris Cashman,2016,2020,4,,film,drama film,https://en.wikipedia.org/wiki/Undocumented_(2016_film),,,,,wikicategory
suda_let_2016,Q16267882,Let It Die,Goichi Suda,2016,2026,10,,video game,hack and slash,https://en.wikipedia.org/wiki/Let_It_Die_(video_game),,,,,wikitext
505_adrift_2016,Q18693102,Adrift,505 Games,2016,2037,21,,video game,first-person shooter,https://en.wikipedia.org/wiki/Adrift_(video_game),,,,,wikitext
reverb_osiris_2016,Q26963325,Osiris: New Dawn,Reverb Publishing,2016,2078,62,,video game,action game,https://en.wikipedia.org/wiki/Osiris:_New_Dawn,,,,,wikitext
sukeban_va-11_2016,Q24574609,VA-11 HALL-A,Sukeban Games,2016,2075,59,207X,video game,simulation video game,https://en.wikipedia.org/wiki/VA-11_Hall-A,,,,,wikitext
han_move_2017,Q10878601,Move On,Han Han,2017,2022,5,,film,drama television series,https://en.wikipedia.org/wiki/Duckweed_(film),,,,,wikicategory
reeves_war_2017,Q19938437,War for the Planet of the Apes,Matt Reeves,2017,2028,11,,film,science fiction film,https://en.wikipedia.org/wiki/War_for_the_Planet_of_the_Apes,,,Q731663,,wikifilm
jonge_horizon_2017,Q20155528,Horizon Zero Dawn,Mathijs de Jonge,2017,3040,1023,,video game,action role-playing game,https://en.wikipedia.org/wiki/Horizon_Zero_Dawn,https://gamerant.com/horizon-zero-dawn-forbidden-west-timeline-explained/,,,,wikicategory
scott_alien_2017,Q20430699,Alien: Covenant,Ridley Scott,2017,2104,87,,film,science fiction film,https://en.wikipedia.org/wiki/Alien:_Covenant,,,Q26996109,,wikifilm
wirkola_what_2017,Q20814900,What Happened to Monday,Tommy Wirkola,2017,2073,56,,film,science fiction film,https://en.wikipedia.org/wiki/What_Happened_to_Monday,,,,,wikicategory
bay_transformers_2017,Q24251026,Transformers: The Last Knight,Michael Bay,2017,2018,1,,film,science fiction action film,https://en.wikipedia.org/wiki/Transformers:_The_Last_Knight,,,,,wikifilm
herbig_bullyparade_2017,Q24262605,Bullyparade – Der Film,"Michael ""Bully"" Herbig",2017,2300,283,,film,comedy film,https://en.wikipedia.org/wiki/Bullyparade_–_Der_Film,,,,,wikicategory
habara_space_2017,Q24864185,Space Battleship Yamato 2202: Warriors of Love,Nobuyoshi Habara,2017,2202,185,,television,,https://en.wikipedia.org/wiki/Star_Blazers:_Space_Battleship_Yamato_2202,,,Q107426372,,wikicategory
shizuno_godzilla_2017,Q26456695,Godzilla: Planet of the Monsters,Kōbun Shizuno,2017,2040,23,,film,kaiju,https://en.wikipedia.org/wiki/Godzilla:_Planet_of_the_Monsters,,,Q28859760,,wikicategory
echternkamp_death_2017,Q28369636,Death Race 2050,G.J. Echternkamp,2017,2050,33,,film,dystopian film,https://en.wikipedia.org/wiki/Death_Race_2050,,,,,wikicategory
macfarlane_orville_2017,Q28429653,The Orville,Seth MacFarlane,2017,2419,402,,television,science fiction television program,https://en.wikipedia.org/wiki/The_Orville,https://orville.fandom.com/wiki/Timeline,,,,wikicategory
odar_dark_2017,Q28443710,Dark,Baran bo Odar,2017,2053,36,,television,science fiction television program,https://en.wikipedia.org/wiki/Dark_(TV_series),,,,,wikicategory
volgin_dance_2017,Q28667179,Dance to Death,Andrey Volgin,2017,2070,53,,film,post-apocalyptic film,https://en.wikipedia.org/wiki/Dance_to_Death,,,,,wikicategory
park_circle_2017,Q28972792,Circle,Sang-yeon Park,2017,2037,20,,fiction,science fiction television program,https://en.wikipedia.org/wiki/Circle_(TV_series),,,,,wikicategory
macdonald_oasis_2017,Q28974468,Oasis,Kevin Macdonald,2017,2032,15,,film,science fiction television program,https://en.wikipedia.org/wiki/Oasis_(2017_film),,,,,wikicategory
amstell_carnage_2017,Q29110284,Carnage,Simon Amstell,2017,2067,50,"2021, 2023, 2024, 2035, 2067",film,comedy film,https://en.wikipedia.org/wiki/Carnage_(2017_film),,Main action depicted in 2067.,,"Mockumentary depicting the future transition of the entire world to veganism. In 2021, a global outbreak of swine flu hikes the price of meat.",wikicategory; wikipast; wikitext
king_humanity_2017,Q29906269,The Humanity Bureau,Rob W. King,2017,2030,13,,film,dystopian film,https://en.wikipedia.org/wiki/The_Humanity_Bureau,https://www.imdb.com/title/tt6143568/,,,,wikicategory
cbs_me_2017,Q30609719,"Me, Myself & I",CBS,2017,2042,25,,television,,"https://en.wikipedia.org/wiki/Me,_Myself_&_I_(TV_series)",,,,,wikicategory
bois_17776_2017,Q33101593,17776,Jon Bois,2017,17776,15759,,fiction,speculative/fantastic fiction,https://en.wikipedia.org/wiki/17776,,,,,wikicategory
inagaki_dr_2017,Q38275959,Dr. Stone,Riichiro Inagaki,2017,5738,3721,,comics,science fiction anime and manga,https://en.wikipedia.org/wiki/Dr._Stone,,,,,wikicategory
bhagnani_carbon_2017,Q39057126,Carbon: The Story of Tomorrow,Jackky Bhagnani,2017,2067,50,,film,dystopian film,https://en.wikipedia.org/wiki/Carbon:_The_Story_of_Tomorrow,,,,,wikicategory
howard_postcards_2017,Q42530403,Postcards from the Ledge,Paul Howard,2017,2029,12,,fiction,,https://en.wikipedia.org/wiki/Postcards_from_the_Ledge,,,,,wikicategory
weir_artemis_2017,Q43262764,Artemis,Andy Weir,2017,2080,63,,fiction,science fiction,https://en.wikipedia.org/wiki/Artemis_(novel),,,,,wikicategory
nihei_blame!_2017,Q91931,Blame!,Tsutomu Nihei,2017,NaN,,,fiction,cyberpunk,https://en.wikipedia.org/wiki/Blame!,,,,,wikicategory
devlin_geostorm_2017,Q18342910,Geostorm,Dean Devlin,2017,2021,4,2019-2023,film,action film,https://en.wikipedia.org/wiki/Geostorm,,Year set is median of the periods portrayed in the work.,,,wikifilm; wikicategory
besson_valérian_2017,Q20926273,Valérian and the City of a Thousand Planets,Luc Besson,2017,2713,696,,film,science fiction film,https://en.wikipedia.org/wiki/Valerian_and_the_City_of_a_Thousand_Planets,,,,,wikicategory; wikifilm
fuller_star_2017,Q21296543,Star Trek: Discovery,Bryan Fuller,2017,2258,241,"2256-2258, 3188",television,LGBTI+ related TV series,https://en.wikipedia.org/wiki/Star_Trek:_Discovery,https://memory-alpha.fandom.com/wiki/Star_Trek:_Discovery,Median of the years depicted in the series. The first 3 seasons are 2256-2258 and then in the 4th season they jump to 3188 and it continues on from there.,Q1092,,wikicategory; wikidata
chelsom_space_2017,Q21450478,The Space Between Us,Peter Chelsom,2017,2034,17,"2018, 2034",film,science fiction film,https://en.wikipedia.org/wiki/The_Space_Between_Us_(film),,"Wikidata lists “year set” field as 2034, and the film is listed as being set in 2034 on the “list of films set in the future” page. But it is  included on the Wikipedia category page for works set in 2036.",,,wikifilm; wikicategory; wikidata
villeneuve_blade_2017,Q21500755,Blade Runner 2049,Denis Villeneuve,2017,2049,32,,film,science fiction film,https://en.wikipedia.org/wiki/Blade_Runner_2049,,,,,wikicategory; wikifilm
mangold_logan_2017,Q24053263,Logan,James Mangold,2017,2029,12,,film,superhero film,https://en.wikipedia.org/wiki/Logan_(film),,,,,wikicategory; wikifilm
scott_2036_2017,Q39755652,2036: Nexus Dawn,Luke Scott,2017,2036,19,,film,dystopian film,https://en.wikipedia.org/wiki/2036:_Nexus_Dawn,,,,,wikicategory; wikifilm
scott_2048_2017,Q41531569,2048: Nowhere to Run,Luke Scott,2017,2048,31,,film,dystopian film,https://en.wikipedia.org/wiki/2048:_Nowhere_to_Run,,,,,wikicategory; wikifilm
watanabe_blade_2017,Q41556020,Blade Runner: Black Out 2022,Shin'ichirō Watanabe,2017,2022,5,,film,neo-noir,https://en.wikipedia.org/wiki/Blade_Runner_Black_Out_2022,,,,,wikicategory; wikifilm
baxter_xeelee_2017,Q8043415,Xeelee: Vengeance,Stephen Baxter,2017,3646,1629,,fiction,hard science fiction,https://en.wikipedia.org/wiki/Xeelee_Sequence,,,Q8043415,,wikicategory
