,nea_person_id,full_name_lastfirst,full_name_firstlast,given_name_middle,family_name,nea_grant_year,other_nea_grant,country,us_state,hometown,birth_year,gender,race_ethnicity,ba,ba2,ma,ma2,phd,mfa,mfa2,post45_hathi_entry
814,2409,"Salamanca, J.R.",J.R. Salamanca,J.R.,Salamanca,1978,,USA,MD,Potomac,1922,male,uniden,,,,,,,,
815,2410,"Salas, Floyd",Floyd Salas,Floyd,Salas,1978,,USA,CA,Berkeley,1931,male,latinx,San Francisco State University,,,,,San Francisco State University,,Yes
816,2420,"Sanchez, Thomas",Thomas Sanchez,Thomas,Sanchez,1978,,USA,CA,Santa Barbara,1943,male,uniden,,,,,,San Francisco State University,,Yes
817,2440,"Savory, Teo",Teo Savory,Teo,Savory,1978,,USA,NC,Greensboro,1907,female,uniden,,,,,,,,Yes
818,2473,"Scott, Carolynne",Carolynne Scott,Carolynne,Scott,1978,,USA,AL,Springville,,female,white,Samford University,,University of Alabama Birmingham,,,,,
819,2516,"Shaw, Richard",Richard Shaw,Richard,Shaw,1978,,USA,MN,Minneapolis,,male,uniden,,,,,,,,Yes
820,2582,"Skillings, Robert",Robert Skillings,Robert,Skillings,1978,,USA,MA,Provincetown,,male,uniden,,,,,,,,
821,2595,"Smiley, Jane",Jane Smiley,Jane,Smiley,1978,1987,USA,IA,Ames,1949,female,uniden,Vassar College,,,,University of Iowa,University of Iowa,,Yes
822,2613,"Smith, Mark",Mark Smith,Mark,Smith,1978,,USA,NH,Durham,1935,male,uniden,,,,,,,,Yes
823,2637,"Sorrells, Robert",Robert Sorrells,Robert,Sorrells,1978,,USA,SC,Clemson,1932,male,uniden,Vanderbilt University,,,,,University of Iowa,,
824,2655,"Spivack, Kathleen",Kathleen Spivack,Kathleen,Spivack,1978,,USA,MA,Watertown,1938,female,uniden,Oberlin College,,,,,,,
825,2673,"Stanush, Claude",Claude Stanush,Claude,Stanush,1978,,USA,TX,San Antonio,1918,male,uniden,Saint Marys University,,,,,,,Yes
826,2682,"Steele, Jack",Jack Steele,Jack,Steele,1978,,USA,CO,Englewood,1944,male,uniden,University of Texas Austin,,University of Texas Austin,,,,,
827,2689,"Steinbach, Meredith",Meredith Steinbach,Meredith,Steinbach,1978,,USA,NY,New York,1949,female,uniden,University of Iowa,,,,,University of Iowa,,Yes
828,2691,"Steiner, Robert",Robert Steiner,Robert,Steiner,1978,1983,USA,CO,Boulder,1948,male,uniden,University of Iowa,,,,University of Massachusetts Amherst,Bowling Green State University,,Yes
829,2700,"Stewart, John",John Stewart,John,Stewart,1978,,USA,IL,Urbana,1933,male,uniden,,,,,,,,Yes
830,2708,"Strand, Mark",Mark Strand,Mark,Strand,1978,"1968, 1986",USA,UT,Salt Lake City,1934,male,uniden,Antioch University,Yale University,,,,University of Iowa,,Yes
831,2741,"Swann, Brian",Brian Swann,Brian,Swann,1978,,USA,NY,New York,,male,uniden,University of Cambridge,,University of Cambridge,,Princeton University,,,Yes
832,2765,"Taylor, Patricia",Patricia Taylor,Patricia,Taylor,1978,,USA,UT,Salt Lake City,1946,female,uniden,,,,,,,,
833,2788,"Thomas, James",James Thomas,James,Thomas,1978,1978,USA,UT,Salt Lake City,1946,male,uniden,,,,,,Stanford University,University of Iowa,Yes
834,2791,"Thomas, Tom",Tom Thomas,Tom,Thomas,1978,,USA,PA,Pittsburgh,,male,uniden,,,,,,,,
835,2794,"Thompson, Gary",Gary Thompson,Gary,Thompson,1978,,USA,CA,Chico,,male,uniden,,,,,,University of Montana,,
836,2795,"Thompson, Jean Louise",Jean Louise Thompson,Jean Louise,Thompson,1978,,USA,IL,Urbana,1950,female,uniden,University of Illinois Urbana Champaign,,,,,Bowling Green State University,,
837,2797,"Thompson, Nancy",Nancy Thompson,Nancy,Thompson,1978,,USA,IA,Cedar Falls,1921,female,uniden,,,,,,,,
838,2798,"Thompson, Robert",Robert Thompson,Robert,Thompson,1978,,USA,MO,Columbia,,male,uniden,,,,,,,,
839,2881,"Vogan, Sara",Sara Vogan,Sara,Vogan,1978,1988,USA,CA,San Francisco,1948,female,uniden,,,,,,University of Iowa,,Yes
840,2891,"Vreuls, Diane",Diane Vreuls,Diane,Vreuls,1978,,USA,CA,Claremont,,female,uniden,,,,,,,,Yes
841,2901,"Walker, Alice",Alice Walker,Alice,Walker,1978,"1970, 1973",USA,NY,Brooklyn,1944,female,afam,Sarah Lawrence College,,,,,,,Yes
842,2903,"Walker, Granville T.",Granville T. Walker,Granville T.,Walker,1978,,USA,MI,Detroit,,male,uniden,,,,,,,,
843,2917,"Wampler, Martin M.",Martin M. Wampler,Martin M.,Wampler,1978,,USA,WA,Seattle,,male,uniden,,,,,,,,
844,2995,"Williams, Edward",Edward Williams,Edward,Williams,1978,,USA,NY,New York,,male,uniden,,,,,,,,
845,2996,"Williams, John A.",John A. Williams,John A.,Williams,1978,,USA,NJ,Teaneck,1925,male,afam,Syracuse University,,,,,,,
846,3007,"Willis, Meredith Sue",Meredith Sue Willis,Meredith Sue,Willis,1978,,USA,NY,Brooklyn,1946,female,uniden / appalachianam,Barnard College,,,,,Columbia University,,Yes
847,3022,"Winslow, Joyce",Joyce Winslow,Joyce,Winslow,1978,,USA,NY,New York,,female,uniden / jewish,University of Michigan Ann Arbor,,University of Wisconsin Madison,American University,,,,
848,3025,"Wiser, William",William Wiser,William,Wiser,1978,"1985, 1990",USA,CO,Denver,1912,male,uniden,,,,,,,,Yes
849,3030,"Wolf, Jack",Jack Wolf,Jack,Wolf,1978,,USA,NY,Rochester,1922,male,uniden,Creighton University,,State University of New York Brockport,,State University of New York Buffalo,,,
850,3032,"Wolff, Tobias",Tobias Wolff,Tobias,Wolff,1978,1985,USA,NY,Syracuse,1945,male,uniden,University of Oxford,,Stanford University,,,Stanford University,,Yes
851,3033,"Wolitzer, Hilma",Hilma Wolitzer,Hilma,Wolitzer,1978,1987,USA,NY,Syosset,1930,female,uniden,,,,,,,,Yes
852,3080,"Young, Geoffrey M.",Geoffrey M. Young,Geoffrey M.,Young,1978,1970,USA,CA,Berkeley,,male,uniden,University of California Santa Barbara,,University of California Santa Barbara,,,,,
853,3107,"Zu-Bolton, Ahmos",Ahmos Zu-Bolton II,Ahmos,Zu-Bolton,1978,,USA,TX,Houston,1948,male,afam,California Polytechnic State University,,,,,,,
854,3,"Abbott, Lee K.",Lee K. Abbott,Lee K.,Abbott,1979,1985,USA,OH,Cleveland,1947,male,white,New Mexico State University,,New Mexico State University,,,University of Arkansas,,
855,5,"Abbott, Raymond",Raymond Abbott,Raymond,Abbott,1979,,USA,KY,Louisville,1942,male,uniden,University of Kentucky,,,,,,,
856,8,"Abish, Walter",Walter Abish,Walter,Abish,1979,1985,USA,NY,New York,1931,male,uniden,,,,,,,,Yes
857,27,"Ahern, Thomas",Thomas Ahern,Thomas,Ahern,1979,,USA,RI,Providence,,male,uniden,Brown University,,Brown University,,,,,
858,28,"Ai, Ogawa,","Ogawa, Ai","Ogawa,",Ai,1979,1985,USA,KY,Lexington,1947,female,afam / asianam / indigenous / white,University of Arizona,,,,,University of California Irvine,,
859,43,"Allen, Samuel",Samuel Allen,Samuel,Allen,1979,,USA,MA,Boston,1917,male,afam,Fisk University,,,,,,,
860,56,"Anaya, Rudolfo",Rudolfo Anaya,Rudolfo,Anaya,1979,,USA,NM,Albuquerque,1937,male,latinx,University of New Mexico,,University of New Mexico,University of New Mexico,,,,
861,62,"Anderson, James",James Anderson,James,Anderson,1979,,USA,IA,Oxford,1936,male,uniden,,,,,,,,Yes
862,67,"Andrews, Bruce",Bruce Andrews,Bruce,Andrews,1979,,USA,NY,New York,1948,male,uniden,Johns Hopkins University,,Johns Hopkins University,,Harvard University,,,
863,97,"Athas, Daphne",Daphne Athas,Daphne,Athas,1979,"1974, 1968",USA,NC,Chapel Hill,1923,female,uniden,University of North Carolina Chapel Hill,,Harvard University,,,,,Yes
864,101,"Auster, Paul",Paul Auster,Paul,Auster,1979,1985,USA,NY,Brooklyn,1947,male,uniden,Columbia University,,Columbia University,,,,,Yes
865,133,"Barks, Coleman",Coleman Barks,Coleman,Barks,1979,,USA,GA,Athens,1937,male,uniden,University of North Carolina Chapel Hill,,University of California Berkeley,,University of North Carolina Chapel Hill,,,
866,149,"Barthelme, Frederick",Frederick Barthelme,Frederick,Barthelme,1979,,USA,MS,Hattiesburg,1943,male,uniden,,,Johns Hopkins University,,,,,Yes
867,192,"Benedikt, Michael",Michael Benedikt,Michael,Benedikt,1979,,USA,MA,Boston,1935,male,uniden,New York University,,Columbia University,,,,,
868,202,"Berge, Carol",Carol Berge,Carol,Berge,1979,,USA,NM,Albuquerque,1928,female,uniden,,,,,,,,
869,208,"Berkson, William",William Berkson,William,Berkson,1979,,USA,NY,Southampton,1939,male,uniden,,,,,,,,
870,214,"Bernheimer, Alan Jr.",Alan Jr. Bernheimer,Alan Jr.,Bernheimer,1979,,USA,CA,San Francisco,1948,male,uniden,Yale University,,,,,,,
871,215,"Bernstein, Charles",Charles Bernstein,Charles,Bernstein,1979,,USA,NY,New York,1950,male,uniden,Harvard University,,,,,,,Yes
872,219,"Berrigan, Ted",Ted Berrigan,Ted,Berrigan,1979,,USA,NY,New York,1934,male,uniden,University of Tulsa,,University of Tulsa,,,,,
873,231,"Biddle, Wayne",Wayne Biddle,Wayne,Biddle,1979,,USA,FL,Altamonte Springs,1948,male,uniden,Cornell University,,Cornell University,,,,,
874,241,"Black, David",David Black,David,Black,1979,,USA,MA,West Stockbridge,1945,male,uniden,Wesleyan University,,,,,Indiana University,,Yes
875,244,"Blaisdell, Gus",Gus Blaisdell,Gus,Blaisdell,1979,,USA,NM,Albuquerque,1935,male,uniden,,,,,,,,
876,271,"Booth, Philip",Philip Booth,Philip,Booth,1979,,USA,ME,Castine,1925,male,uniden,Dartmouth College,,Columbia University,,,,,
877,279,"Bosworth, David",David Bosworth,David,Bosworth,1979,,USA,MA,Cambridge,1947,male,uniden,Brown University,,,,,,,Yes
878,281,"Boucher, Marilyn",Marilyn Boucher,Marilyn,Boucher,1979,,USA,CA,Berkeley,,female,uniden,,,,,,,,
879,282,"Bourjaily, Vance",Vance Bourjaily,Vance,Bourjaily,1979,1966,USA,IA,Iowa City,1922,male,uniden,Bowdoin College,,,,,,,
880,298,"Brandi, John",John Brandi,John,Brandi,1979,,USA,NM,Guadalupita,1943,male,uniden,California State University,,,,,,,
881,307,"Bredes, Donald",Donald Bredes,Donald,Bredes,1979,,USA,VT,St. Johnsburg,,male,uniden,Syracuse University,,,,,University of California Irvine,Stanford University,
882,329,"Bromige, David",David Bromige,David,Bromige,1979,,USA,CA,San Francisco,1933,male,uniden,University of British Columbia,,University of California Berkeley,,,,,Yes
883,330,"Broner, Esther",Esther Broner,Esther,Broner,1979,1987,USA,MI,Detroit,1927,female,uniden / jewish,Wayne State University,,,,Union Institute and University,Wayne State University,,
884,358,"Brownstein, Michael",Michael Brownstein,Michael,Brownstein,1979,,USA,CO,Boulder,1943,male,uniden,The New School,,,,,,,Yes
885,388,"Burnside, Madeleine",Madeleine Burnside,Madeleine,Burnside,1979,,USA,NY,Great River,,female,uniden,,,,,,,,
886,444,"Cartier, Xam",Xam Cartier,Xam,Cartier,1979,,USA,CA,San Francisco,1949,female,afam,University of Missouri,,,,,,,
887,452,"Cassity, Turner",Turner Cassity,Turner,Cassity,1979,,USA,GA,Decatur,1929,male,uniden,Millsaps College,,,Columbia University,,Stanford University,,
888,487,"Chester, Laura",Laura Chester,Laura,Chester,1979,,USA,CA,Berkeley,1949,female,white / mixedrace,,,,,,,,Yes
889,549,"Collom, Jack",Jack Collom,Jack,Collom,1979,1990,USA,CO,Boulder,1931,male,uniden,University of Colorado Boulder,,University of Colorado Boulder,,,,,
890,568,"Corbett, William",William Corbett,William,Corbett,1979,,USA,MA,Boston,1942,male,uniden,Lafayette College,,,,,,,
891,574,"Corn, Alfred",Alfred Corn,Alfred,Corn,1979,1991,USA,NY,New York,1943,male,uniden,Emory University,,Columbia University,,,,,Yes
892,580,"Cortez, Jayne",Jayne Cortez,Jayne,Cortez,1979,1986,USA,NY,New York,1936,female,afam,Compton Community College,,,,,,,
893,631,"Dacey, John",John Dacey,John,Dacey,1979,1975,USA,MN,Cottonwood,1939,male,uniden,Saint Louis University,,Stanford University,,,University of Iowa,,
894,642,"Darragh, Tina",Tina Darragh,Tina,Darragh,1979,,USA,MD,Mt. Rainier,1950,female,uniden,,,,,,,,
895,706,"di Prima, Diane",Diane di Prima,Diane,di Prima,1979,1973,USA,CA,San Francisco,1934,female,uniden,Swarthmore College,,,,,,,
896,718,"DiPalma, Ray",Ray DiPalma,Ray,DiPalma,1979,,USA,NY,New York,1943,male,uniden / italianam,Duquesne University,,,,,University of Iowa,,
897,744,"Dow, Philip",Philip Dow,Philip,Dow,1979,,USA,PA,Pittsburgh,1937,male,uniden,San Francisco State University,,San Francisco State University,,State University of New York Buffalo,,,
898,763,"Dukes, E. Norman",E. Norman Dukes,E. Norman,Dukes,1979,,USA,MA,Cambridge,1942,male,uniden,Colby College,,Columbia University,,Columbia University,,,
899,819,"Eshleman, Clayton",Clayton Eshleman,Clayton,Eshleman,1979,,USA,CA,Santa Barbara,1935,male,uniden,Indiana University,,,,,Indiana University,,Yes
900,838,"Fagin, Larry",Larry Fagin,Larry,Fagin,1979,,USA,NY,New York,1937,male,uniden,University of Maryland,,,,,,,
901,927,"Friebert, Stuart",Stuart Friebert,Stuart,Friebert,1979,,USA,OH,Oberlin,1931,male,uniden,Wisconsin State College,,University of Wisconsin Madison,,University of Wisconsin Madison,,,Yes
902,945,"Gallup, Richard",Richard Gallup,Richard,Gallup,1979,,USA,CA,Boulder,1941,male,uniden,Columbia University,,,,,,,
903,1000,"Ginsberg, Allen",Allen Ginsberg,Allen,Ginsberg,1979,1987,USA,NY,New York,1926,male,uniden,Columbia University,,,,,,,
904,1019,"Gluck, Louise",Louise Gluck,Louise,Gluck,1979,"1970, 1988",USA,VT,Plainfield,1943,female,uniden,,,,,,,,
905,1029,"Goldbarth, Albert",Albert Goldbarth,Albert,Goldbarth,1979,"1974, 1986",USA,TX,Austin,1948,male,uniden,University of Illinois Urbana Champaign,,,,,University of Iowa,,
906,1058,"Grahn, Judith",Judith Grahn,Judith,Grahn,1979,,USA,CA,Oakland,1940,female,uniden,San Francisco State University,,,,California Institute of Integral Studies,,,
907,1078,"Greenwald, Theodore",Theodore Greenwald,Theodore,Greenwald,1979,,USA,NY,New York,1942,male,uniden,City University of New York Queens College,,,,,,,
908,1086,"Grenier, Robert",Robert Grenier,Robert,Grenier,1979,1985,USA,CA,Berkeley,1941,male,uniden,Harvard University,,,,,University of Iowa,,
909,1100,"Guest, Barbara",Barbara Guest,Barbara,Guest,1979,,USA,NY,New York,1920,female,uniden,University of California Berkeley,,,,,,,Yes
910,1218,"Hernandez, Luz",Luz Hernandez,Luz,Hernandez,1979,,USA,CA,Oakland,,unknown,uniden,,,,,,,,
911,1219,"Herrera, Juan Felipe",Juan Felipe Herrera,Juan Felipe,Herrera,1979,1985,USA,CA,San Francisco,1948,male,latinx,University of California Los Angeles,,Stanford University,,,University of Iowa,,
912,1221,"Hershon, Robert",Robert Hershon,Robert,Hershon,1979,1990,USA,NY,Brooklyn,1936,male,uniden,New York University,,,,,,,
913,1267,"Hollo, Anselm",Anselm Hollo,Anselm,Hollo,1979,,USA,VA,Sweet Briar,1934,male,uniden,,,,,,,,
914,1278,"Hoover, Paul",Paul Hoover,Paul,Hoover,1979,,USA,IL,Chicago,1946,male,uniden,Manchester College,,University of Illinois Urbana Champaign,,,,,Yes
915,1320,"Inada, Lawson Fusao",Lawson Fusao Inada,Lawson Fusao,Inada,1979,1972,USA,OR,Ashland,1938,male,asianam,California State University,,,,,University of Iowa,University of Oregon,
916,1354,"Jellema, Roderick",Roderick Jellema,Roderick,Jellema,1979,,USA,MD,Bethesda,1927,male,uniden,Calvin College,,,,University of Edinburgh,,,
917,1357,"Jensen, Laura",Laura Jensen,Laura,Jensen,1979,,USA,WA,Tacoma,1948,female,uniden / scandanavianam / swedisham,University of Washington,,,,,University of Iowa,,
918,1400,"Junkins, Donald",Donald Junkins,Donald,Junkins,1979,"1969, 1974",USA,MA,Deerfield,1931,male,uniden,University of Massachusetts Amherst,,Boston University,Boston University,Boston University,,,
919,1401,"Justice, Donald",Donald Justice,Donald,Justice,1979,"1966, 1989",USA,FL,Gainesville,1925,male,uniden,University of Miami,,University of North Carolina Chapel Hill,,University of Iowa,University of Iowa,Stanford University,
920,1404,"Kahn, Paul",Paul Kahn,Paul,Kahn,1979,,USA,MA,Arlington,,male,uniden,,,,,,,,
921,1431,"Kaufman, Shirley",Shirley Kaufman,Shirley,Kaufman,1979,,Israel,,Jerusalem,1923,female,uniden / jewish,University of California Los Angeles,,San Francisco State University,,,,,
922,1505,"Klappert, Peter",Peter Klappert,Peter,Klappert,1979,1973,USA,VA,Alexandria,1942,male,uniden,Cornell University,,University of Iowa,,,University of Iowa,,
923,1516,"Knott, William",William Knott,William,Knott,1979,"1969, 1985",USA,IA,Iowa City,1940,male,uniden,,,,,,Norwich University,,
924,1543,"Kroll, Judith",Judith Kroll,Judith,Kroll,1979,1975,India,,New Delhi,,female,white,Smith College,,,,Yale University,,,
925,1565,"Lahey, Edward",Edward Lahey,Edward,Lahey,1979,,USA,MT,Butte,1936,male,uniden,University of Montana,,,,,,,
926,1574,"Lange, Arthur",Arthur Lange,Arthur,Lange,1979,,USA,IL,Chicago,1952,male,uniden,Northeastern University,,Southern Illinois University,,,,,
927,1586,"Latta, John",John Latta,John,Latta,1979,2001,USA,MI,Ann Arbor,1954,male,uniden,Cornell University,,,,State University of New York,University of Virginia,,
928,1661,"Logan, John",John Logan,John,Logan,1979,,USA,NY,Buffalo,1923,male,uniden,Coe College,,University of Iowa,,,,,Yes
929,1685,"Luria-Sukenick, Lynn",Lynn Luria-Sukenick,Lynn,Luria-Sukenick,1979,"1986, 1974",USA,NY,New York,1938,female,uniden / jewish,Brandeis University,,,,City University of New York,,,Yes
930,1703,"MacInnis, Jamie",Jamie MacInnis,Jamie,MacInnis,1979,,USA,NY,New York,,female,uniden,,,,,,,,
931,1706,"MacLow, Jackson",Jackson MacLow,Jackson,MacLow,1979,,USA,NY,New York,1922,male,uniden,Brooklyn College,,,,,,,
932,1783,"Mayer, Bernadette",Bernadette Mayer,Bernadette,Mayer,1979,,USA,MA,Lenox,1945,female,uniden,The New School,,,,,,,
933,1848,"McManus, James",James McManus,James,McManus,1979,1985,USA,IL,Winnetka,1951,male,uniden / irisham,University of Illinois Urbana Champaign,,University of Illinois Urbana Champaign,,,,,Yes
934,1851,"McNair, Wesley",Wesley McNair,Wesley,McNair,1979,1989,USA,ME,Farmington,1941,male,uniden,Keene State College,,Middlebury College,Middlebury College,,,,
935,1859,"McPherson, Sandra",Sandra McPherson,Sandra,McPherson,1979,"1974, 1985",USA,OR,Portland,1943,female,uniden,San Jose State University,,,,,,,
936,1893,"Meyer, Thomas",Thomas Meyer,Thomas,Meyer,1979,,USA,NC,Highlands,,male,uniden,,,,,,,,
937,1898,"Middleton, Christopher",Christopher Middleton,Christopher,Middleton,1979,,USA,TX,Austin,1926,male,uniden,University of Oxford,,,,,,,Yes
938,1954,"Morgan, Robin",Robin Morgan,Robin,Morgan,1979,,USA,NY,New York,1941,female,uniden,Columbia University,,,,,,,Yes
939,1961,"Morrison, Madison",Madison Morrison,Madison,Morrison,1979,,USA,OK,Norman,1940,female,uniden,Yale University,,Harvard University,,Harvard University,,,
940,2044,"North, Charles",Charles North,Charles,North,1979,2001,USA,NY,New York,1941,male,uniden,Tufts University,,Columbia University,,,,,
941,2045,"Notley, Alice",Alice Notley,Alice,Notley,1979,1995,France,,No city listed,1945,female,uniden,Barnard College,,,,,University of Iowa,,Yes
942,2094,"Oppenheimer, Joel",Joel Oppenheimer,Joel,Oppenheimer,1979,,USA,NY,New York,1940,male,uniden,,,,,,,,
943,2096,"Orlen, Steven",Steven Orlen,Steven,Orlen,1979,"1985, 1975",USA,AZ,Tucson,1942,male,uniden,University of Massachusetts Amherst,,,,,University of Iowa,,
944,2098,"Orlovsky, Peter",Peter Orlovsky,Peter,Orlovsky,1979,,USA,NY,New York,1933,male,uniden,Columbia University,,,,,,,
945,2111,"Owen, Maureen",Maureen Owen,Maureen,Owen,1979,,USA,CT,Guilford,1943,female,uniden,San Francisco State University,,,,,,,
946,2142,"Patrick, William",William Patrick,William,Patrick,1979,,USA,VA,Arlington,1949,male,white,University of Pennsylvania,,,,,Syracuse University,,Yes
947,2145,"Pauker, John",John Pauker,John,Pauker,1979,,USA,DC,Washington,1920,male,uniden,Yale University,,,,,,,
948,2209,"Ponsot, Marie",Marie Ponsot,Marie,Ponsot,1979,,USA,NY,Jamaica,1921,female,uniden,St Josephs College for Women Brooklyn,,Columbia University,,,,,
949,2253,"Rakosi, Carl",Carl Rakosi,Carl,Rakosi,1979,1972,USA,CA,San Francisco,1903,male,white / jewish,University of Wisconsin Madison,,University of Pennsylvania,,,,,
950,2273,"Rector, Ronald",Ronald Rector,Ronald,Rector,1979,,USA,DC,Washington,1949,male,uniden,,,Harvard University,,,Johns Hopkins University,,
951,2281,"Reese, Marshall",Marshall Reese,Marshall,Reese,1979,,USA,MD,Baltimore,,male,uniden,Pomona College,,,,,,,
952,2322,"Rios, Alberto",Alberto Rios,Alberto,Rios,1979,,USA,AZ,Tucson,1952,male,latinx,University of Arizona,,,,,University of Arizona,,
953,2334,"Robinson, Kit",Kit Robinson,Kit,Robinson,1979,,USA,CA,San Francisco,1949,male,uniden,Yale University,,,,,,,
954,2383,"Ruark, Gibbons",Gibbons Ruark,Gibbons,Ruark,1979,"1986, 1993",USA,DE,Newark,1941,male,uniden / irisham,University of North Carolina Chapel Hill,,University of Massachusetts Amherst,,,,,
955,2399,"Rutsala, Vern",Vern Rutsala,Vern,Rutsala,1979,1975,USA,OR,Portland,1934,male,uniden / irisham / finnisham,Reed College,,,,,University of Iowa,,
