date,country,rank,title,author,nationality,gender,entry_id,publisher,publication_country
2016-03-01,France,7,Woman At Sea,Catherine Poulain,France,w,2016-03France7,Éditions De l'Olivier,France
2016-03-01,France,8,The Digger Teeth,Franz-Olivier Giesbert,France,m,2016-03France8,Éditions Gallimard,France
2016-03-01,France,9,Depraved Heart,Patricia Cornwell,United States,w,2016-03France9,William Morrow and Company,United States
2016-03-01,France,10,The Origin Of Our Love,Érik Orsenna,France,m,2016-03France10,Stock,France
2016-03-01,Argentina,1,The Japanese Lover,Isabel Allende,Chile,w,2016-03Argentina1,Plaza & Janés,Spain
2016-03-01,Argentina,2,Gatturo 25,Cristian Dzwonik,Argentina,m,2016-03Argentina2,De la Flor,Argentina
2016-03-01,Argentina,3,I Love You Madly,Jorge Fernandez Diaz,Argentina,m,2016-03Argentina3,Planeta,Spain
2016-03-01,Argentina,4,Five Corners,Mario Vargas Llosa,Peru,m,2016-03Argentina4,Alfaguara,Spain
2016-03-01,Argentina,5,The Girl on the Train,Paula Hawkins,United Kingdom,w,2016-03Argentina5,Doubleday,United Kingdom
2016-03-01,Argentina,6,The Colors Of Happiness,Viviana Rivero,Argentina,w,2016-03Argentina6,Planeta,Spain
2016-03-01,Argentina,7,Gray Mountain,John Grisham,United States,m,2016-03Argentina7,Doubleday,United States
2016-03-01,Argentina,8,Land Without Evil,Florencia Bonelli,Argentina,w,2016-03Argentina8,Suma de letras,Spain
2016-03-01,Argentina,9,The Girl in the Spider's Web,David Lagercrantz,Sweden,m,2016-03Argentina9,Norstedts,Sweden
2016-03-01,Argentina,10,The Little Prince,Antoine de Saint-Exupéry,France,m,2016-03Argentina10,Éditions Gallimard,France
2016-03-01,Austria,1,Ship Of Brides,Jojo Moyes,United Kingdom,w,2016-03Austria1,Hodder and Stoughton,United Kingdom
2016-03-01,Austria,2,Helena's Secret,Lucinda Riley,United Kingdom,w,2016-03Austria2,Pan Macmillan,United Kingdom
2016-03-01,Austria,3,It Must Be Up To You As Well,Mhairi McFarlane,Scotland,w,2016-03Austria3,HarperCollins,United Kingdom
2016-03-01,Austria,4,Before,Anna Todd,United States,w,2016-03Austria4,Gallery,United States
2016-03-01,Austria,5,Leberkas-Junkie,Rita Falk,Germany,w,2016-03Austria5,dtv Verlagsgesellschaft,Germany
2016-03-01,Austria,6,Royal Desire,Geneva Lee,United States,w,2016-03Austria6,Westminster,United States
2016-03-01,Austria,7,Alpha Wolves,Jesper Juul,Denmark,m,2016-03Austria7,FamilyLab,Germany
2016-03-01,Austria,8,The Girl With The Foxglove,Michael Köhlmeier,Austria,m,2016-03Austria8,Hanser,Germany
2016-03-01,Austria,9,Career of Evil,Robert Galbraith,United Kingdom,w,2016-03Austria9,"Little, Brown and Company",United Kingdom
2016-03-01,Austria,10,The Choice,Nicholas Sparks,United States,m,2016-03Austria10,Grand Central,United States
2016-03-01,Germany,1,The Defector,Siegfried Lenz,Germany,m,2016-03Germany1,Hoffmann und Campe,Germany
2016-03-01,Germany,2,"Everything, No Coincidence",Elke Heidenreich,Germany,w,2016-03Germany2,Hanser,Germany
2016-03-01,Germany,3,Among People,Juli Zeh,Germany,w,2016-03Germany3,Luchterhand,Germany
2016-03-01,Germany,4,The Golden Glove,Heinz Strunk,Germany,m,2016-03Germany4,Rowohlt Verlag,Germany
2016-03-01,Germany,5,From The End Of Loneliness,Benedict Wells,Germany,m,2016-03Germany5,Diogenes,Switzerland
2016-03-01,Germany,6,In The Realm Of Going Through Puberty,Jan Weiler,Germany,m,2016-03Germany6,Kindler,Germany
2016-03-01,Germany,7,In The First Row You Can See The Sea,Volker Klüpfel; Michael Kohr,Germany; Germany,m; m,2016-03Germany7,Ullstein Verlag,Germany
2016-03-01,Germany,8,See Me,Nicholas Sparks,United States,m,2016-03Germany8,Grand Central,United States
2016-03-01,Germany,9,After You,Jojo Moyes,United Kingdom,w,2016-03Germany9,Michael Joseph,United Kingdom
2016-03-01,Germany,10,Old Country,Dorte Hansen,Germany,w,2016-03Germany10,Knaus,Germany
2016-03-01,Spain,1,The Lost Legion,Santiago Posteguillo,Spain,m,2016-03Spain1,Planeta,Spain
2016-03-01,Spain,2,Five Corners,Mario Vargas Llosa,Peru,m,2016-03Spain2,Alfaguara,Spain
2016-03-01,Spain,3,History Of A Scoundrel,Julia Navarro,Spain,w,2016-03Spain3,Plaza & Janés,Spain
2016-03-01,Spain,4,The Earth Beneath Our Feet,Jesus Carrasco,Spain,m,2016-03Spain4,Seix Barral,Spain
2016-03-01,Spain,5,On The Eve Of Almost Everything,Victor de Arbol,Spain,m,2016-03Spain5,Destino,Spain
2016-03-01,Spain,6,Kisses On Bread,Almudena Grandes,Spain,w,2016-03Spain6,Tusquets,Spain
2016-03-01,Spain,7,Early Stories,Truman Capote,United States,m,2016-03Spain7,Random House,United States
2016-03-01,Spain,8,Electric Marienbad,Enrique Vila-Matas,Spain,m,2016-03Spain8,Seix Barral,Spain
2016-03-01,Spain,9,The Waters of Eternal Youth,Donna Leon,United States,w,2016-03Spain9,Grove Atlantic,United States
2016-03-01,Spain,10,The Elephant Vanishes,Haruki Murakami,Japan,m,2016-03Spain10,Shinchosha,Japan
2016-03-01,Italy,1,Nocturnal Passengers,Gianrico Carofiglio,Italy,m,2016-03Italy1,Einaudi,Italy
2016-03-01,Italy,2,Better To Suffer Than Putting In A Closet,Susanna Casciani,Italy,w,2016-03Italy2,Mondadori,Italy
2016-03-01,Italy,3,Sadness Is A Light Sleeper,Lorenzo Marone,Italy,m,2016-03Italy3,Longanesi,Italy
2016-03-01,Italy,4,The Catholic School,Edoardo Albinati,Italy,m,2016-03Italy4,Rizzoli,Italy
2016-03-01,Italy,5,Of Anger And Wind,Alessandro Robecchi,Italy,m,2016-03Italy5,Sellerio Editore,Italy
2016-03-01,Italy,6,Now,Chiara Gamberale,Italy,w,2016-03Italy6,Feltrinelli,Italy
2016-03-01,Italy,7,My Brilliant Friend,Elena Ferrante,Italy,w,2016-03Italy7,Edizioni E/O,Italy
2016-03-01,Italy,8,The Face Of The Clouds,Erri De Luca,Italy,m,2016-03Italy8,Feltrinelli,Italy
2016-03-01,Italy,9,Five Roman Investigations For Rocco Schiavone,Antonio Manzini,Italy,m,2016-03Italy9,Sellerio Editore,Italy
2016-03-01,Italy,10,The Story of the Lost Child,Elena Ferrante,Italy,w,2016-03Italy10,Edizioni E/O,Italy
2016-03-01,United States,1,Cometh the Hour,Jeffrey Archer,United Kingdom,m,2016-03United States1,St. Martin's,United Kingdom
2016-03-01,United States,2,All the Light We Cannot See,Anthony Doerr,United States,m,2016-03United States2,Scribner,United States
2016-03-01,United States,3,The Girl on the Train,Paula Hawkins,United Kingdom,w,2016-03United States3,Doubleday,United Kingdom
2016-03-01,United States,4,The Nightingale,Kristin Hannah,United States,w,2016-03United States4,St. Martin's,United States
2016-03-01,United States,5,Brotherhood In Death,J. D. Robb,United States,w,2016-03United States5,Putnam,United States
2016-03-01,United States,6,NYPD Red 4,James Patterson; Marshall Karp,United States; United States,m; m,2016-03United States6,"Little, Brown and Company",United States
2016-03-01,United States,7,Find Her,Lisa Gardner,United States,w,2016-03United States7,Ballantine,United States
2016-03-01,United States,8,My Name Is Lucy Barton,Elizabeth Strout,United States,w,2016-03United States8,Random House,United States
2016-03-01,United States,9,Go Set a Watchman,Harper Lee,United States,w,2016-03United States9,HarperCollins,United States
2016-03-01,United States,10,Rogue Lawyer,John Grisham,United States,m,2016-03United States10,Doubleday,United States
2016-04-01,France,1,The Brooklyn Girl,Guillaume Musso,France,m,2016-04France1,XO,France
2016-04-01,France,2,The Mystery Of Henri Pick,David Foenkinos,France,m,2016-04France2,Éditions Gallimard,France
2016-04-01,France,3,Three Days And A Life,Pierre Lemaitre,France,m,2016-04France3,Albin Michel,France
2016-04-01,France,4,Daughter Of Memory,Annie Ernaux,France,w,2016-04France4,Éditions Gallimard,France
2016-04-01,France,5,Waiting for Bojangles,Olivier Bourdeaut,France,m,2016-04France5,Finitude Editions,France
2016-04-01,France,6,The Horizon Upside Down,Marc Levy,France,m,2016-04France6,Robert Lafont,France
2016-04-01,France,7,"Sorry, I'm Expected",Agnès Martin-Lugand,France,w,2016-04France7,Michel Lafon,France
2016-04-01,France,8,Remember The Holiday,Christian Signol,France,m,2016-04France8,Albin Michel,France
2016-04-01,France,9,Your Second Life Begins When You Understand You Only Have One,Raphaëlle Giordano,France,w,2016-04France9,Eyrolles,France
2016-04-01,France,10,We Regret Later,Agnès Ledig,France,w,2016-04France10,Albin Michel,France
2016-04-01,Greece,1,The Spy Of Tangier,María Dueñas,Spain,w,2016-04Greece1,Temas de Hoy,Spain
2016-04-01,Greece,2,The Girl Who Saved the King of Sweden,Jonas Jonasson,Sweden,m,2016-04Greece2,Piratförlaget,Sweden
2016-04-01,Greece,3,The Hen That Dreamed To Fly,Hwang Sun-mi,South Korea,w,2016-04Greece3,Sakyejul,South Korea
2016-04-01,Greece,4,The East,Victoria Hislop,United Kingdom,w,2016-04Greece4,Headline,United Kingdom
2016-04-01,Greece,5,Fifty Shades Freed,E. L. James,United Kingdom,w,2016-04Greece5,The Writers' Coffee Shop,Australia
2016-04-01,Greece,6,The Monogram Murders,Sophie Hannah,United Kingdom,w,2016-04Greece6,William Morrow and Company,United Kingdom
2016-04-01,Greece,7,The Red Patent Leather,Stella Vretou,Greece; Turkey,w,2016-04Greece7,Oceanis,Greece
2016-04-01,Greece,8,Adultery,Paulo Coelho,Brazil,m,2016-04Greece8,Sextante,Brazil
2016-04-01,Greece,9,The Last Dance,Victoria Hislop,United Kingdom,w,2016-04Greece9,Headline,United Kingdom
2016-04-01,Greece,10,The Book Of Katerina,Auguste Corteau,Greece,m,2016-04Greece10,Patakis,Greece
2016-04-01,Spain,1,Five Corners,Mario Vargas Llosa,Peru,m,2016-04Spain1,Alfaguara,Spain
2016-04-01,Spain,2,I Forgot To Tell You I Want To,Mónica Carrillo Martínez,Spain,w,2016-04Spain2,Espasa,Spain
2016-04-01,Spain,3,The Lost Legion,Santiago Posteguillo,Spain,m,2016-04Spain3,Planeta,Spain
2016-04-01,Spain,4,That Bitch So Distinguished,Juan Marsé,Spain,m,2016-04Spain4,Lumen,Spain
2016-04-01,Spain,5,History Of A Scoundrel,Julia Navarro,Spain,w,2016-04Spain5,Plaza & Janés,Spain
2016-04-01,Spain,6,Maestra,Lisa Hilton,United Kingdom,w,2016-04Spain6,Zaffre,United Kingdom
2016-04-01,Spain,7,On The Eve Of Almost Everything,Víctor del Árbol,Spain,m,2016-04Spain7,Destino,Spain
2016-04-01,Spain,8,From The Shadow,Juan José Millás,Spain,m,2016-04Spain8,Seix Barral,Spain
2016-04-01,Spain,9,A Voice In The Night,Andrea Camilleri,Italy,m,2016-04Spain9,Sellerio Editore,Italy
2016-04-01,Spain,10,The Earth Beneath Our Feet,Jesus Carrasco,Spain,m,2016-04Spain10,Seix Barral,Spain
2016-04-01,Germany,1,Hitman Anders and the Meaning of It All,Jonas Jonasson,Sweden,m,2016-04Germany1,Piratförlaget,Sweden
2016-04-01,Germany,2,"Everything, No Coincidence",Elke Heidenreich,Germany,w,2016-04Germany2,Hanser,Germany
2016-04-01,Germany,3,Among People,Juli Zeh,Germany,w,2016-04Germany3,Luchterhand,Germany
2016-04-01,Germany,4,The Defector,Siegfried Lenz,Germany,m,2016-04Germany4,Hoffmann und Campe,Germany
2016-04-01,Germany,5,From The End Of Loneliness,Benedict Wells,Germany,m,2016-04Germany5,Diogenes,Switzerland
2016-04-01,Germany,6,Avenue of Mysteries,John Irving,United States,m,2016-04Germany6,Simon & Schuster,United States
2016-04-01,Germany,7,The Golden Glove,Heinz Strunk,Germany,m,2016-04Germany7,Rowohlt Verlag,Germany
2016-04-01,Germany,8,After You,Jojo Moyes,United Kingdom,w,2016-04Germany8,Michael Joseph,United Kingdom
2016-04-01,Germany,9,Old Country,Dorte Hansen,Germany,w,2016-04Germany9,Knaus,Germany
2016-04-01,Germany,10,The Peacock,Isabel Bogdan,Germany,w,2016-04Germany10,Kiepenheuer and Witsch,Germany
2016-04-01,Portugal,1,Thus Was Born Portugal,Domingos Amaral,Portugal,m,2016-04Portugal1,Casa de Letras,Portugal
2016-04-01,Portugal,2,My Brilliant Friend,Elena Ferrante,Italy,w,2016-04Portugal2,Edizioni E/O,Italy
2016-04-01,Portugal,3,Baltasar and Blimunda,José Saramago,Portugal,m,2016-04Portugal3,Porto Editora,Portugal
2016-04-01,Portugal,4,Best Kept Secret,Jeffrey Archer,United Kingdom,m,2016-04Portugal4,Macmillan,United Kingdom
2016-04-01,Portugal,5,The Girl on the Train,Paula Hawkins,United Kingdom,w,2016-04Portugal5,Doubleday,United Kingdom
2016-04-01,Portugal,6,The Man Had Not Aged,Fernando Correia,Portugal,m,2016-04Portugal6,Editora Guerra and Paz,Portugal
2016-04-01,Portugal,7,Fortunately There's Moonlight!,Luís de Sttau Monteiro,Portugal,m,2016-04Portugal7,Areal Editores,Portugal
2016-04-01,Portugal,8,Ask Me Whatever You Want And I Will Give Thee,Megan Maxwell,Spain,w,2016-04Portugal8,Esencia,Spain
2016-04-01,Portugal,9,The High Mountains of Portugal,Yann Martel,Canada,m,2016-04Portugal9,Knopf Canada,Canada
2016-04-01,Portugal,10,A Place Called Freedom,Ken Follett,United Kingdom,m,2016-04Portugal10,Macmillan,United Kingdom
2016-04-01,Italy,1,The Naval Battle,Marco Malvaldi,Italy,m,2016-04Italy1,Sellerio Editore,Italy
2016-04-01,Italy,2,The Life That You Love: Stories Of Happiness,Roberto Vecchioni,Italy,m,2016-04Italy2,Einaudi,Italy
2016-04-01,Italy,3,The Catholic School,Edoardo Albinati,Italy,m,2016-04Italy3,Rizzoli,Italy
2016-04-01,Italy,4,Maestra,Lisa Hilton,United Kingdom,w,2016-04Italy4,Zaffre,United Kingdom
2016-04-01,Italy,5,Nocturnal Passengers,Gianrico Carofiglio,Italy,m,2016-04Italy5,Einaudi,Italy
2016-04-01,Italy,6,Sleepless Nights. Breakfast Kisses,Matteo Bussola,Italy,m,2016-04Italy6,Einaudi,Italy
2016-04-01,Italy,7,Of Anger And Wind,Alessandro Robecchi,Italy,m,2016-04Italy7,Sellerio Editore,Italy
2016-04-01,Italy,8,My Brilliant Friend,Elena Ferrante,Italy,w,2016-04Italy8,Edizioni E/O,Italy
2016-04-01,Italy,9,Sadness Is A Light Sleeper,Lorenzo Marone,Italy,m,2016-04Italy9,Longanesi,Italy
2016-04-01,Italy,10,Shine As You Can,Sara Rattaro,Italy,w,2016-04Italy10,Garzanti,Italy
2016-04-01,United States,1,Private Paris,James Patterson; Mark Sullivan,United States; United States,m; m,2016-04United States1,"Little, Brown and Company",United States
2016-04-01,United States,2,Property of a Noblewoman,Danielle Steel,United States,w,2016-04United States2,Delacorte,United States
2016-04-01,United States,3,All the Light We Cannot See,Anthony Doerr,United States,m,2016-04United States3,Scribner,United States
2016-04-01,United States,4,The Nightingale,Kristin Hannah,United States,w,2016-04United States4,St. Martin's,United States
2016-04-01,United States,5,Off The Grid,C. J. Box,United States,m,2016-04United States5,Putnam,United States
2016-04-01,United States,6,The Girl on the Train,Paula Hawkins,United Kingdom,w,2016-04United States6,Doubleday,United Kingdom
2016-04-01,United States,7,Deep Blue,Randy Wayne White,United States,m,2016-04United States7,Putnam,United States
2016-04-01,United States,8,The Gangster,Clive Cussler; Justin Scott,United States; United States,m; m,2016-04United States8,Putnam,United States
2016-04-01,United States,9,Dark Promises,Christine Feehan,United States,w,2016-04United States9,Berkley,United States
2016-04-01,United States,10,The Steel Kiss,Jeffery Deaver,United States,m,2016-04United States10,Grand Central,United States
2016-05-01,Finland,1,Lopotti,Tommi Kinnunen,Finland,m,2016-05Finland1,WSOY,Finland
2016-05-01,Finland,2,Modesty Ingredient,Leena Parkkinen,Finland,w,2016-05Finland2,Teos,Finland
2016-05-01,Finland,3,My Brilliant Friend,Elena Ferrante,Italy,w,2016-05Finland3,Edizioni E/O,Italy
2016-05-01,Finland,4,Avenue of Mysteries,John Irving,United States,m,2016-05Finland4,Simon & Schuster,United States
2016-05-01,Finland,5,Return Butterflies,Juha ltkonen,Finland,m,2016-05Finland5,Otava,Finland
2016-05-01,Finland,6,Mercury,Hannu Vaisanen,Finland,m,2016-05Finland6,Otava,Finland
2016-05-01,Finland,7,Rahtarit,Seppo Jokinen,Finland,m,2016-05Finland7,Crime Time,Finland
2016-05-01,Finland,8,Watercolors In Engel,Jukka Viikilä,Finland,m,2016-05Finland8,Gummerus,Finland
2016-05-01,Finland,9,"My Struggle, Vol. 6",Karl Ove Knausgård,Norway,m,2016-05Finland9,Oktober,Norway
2016-05-01,Finland,10,Oneiron,Laura Lindstedt,Finland,w,2016-05Finland10,Teos,Finland
2016-05-01,France,1,The Lion Tamer,Camilla Läckberg,Sweden,w,2016-05France1,Bokförlaget Forum,Sweden
2016-05-01,France,2,Time Is the Assassin,Michel Bussi,France,m,2016-05France2,Presses De La Cite,France
2016-05-01,France,3,The Brooklyn Girl,Guillaume Musso,France,m,2016-05France3,XO,France
2016-05-01,France,4,Congo Requiem,Jean-Christophe Grangé,France,m,2016-05France4,Albin Michel,France
2016-05-01,France,5,The Mystery Of Henri Pick,David Foenkinos,France,m,2016-05France5,Éditions Gallimard,France
2016-05-01,France,6,Waiting for Bojangles,Olivier Bourdeaut,France,m,2016-05France6,Finitude Editions,France
2016-05-01,France,7,Avenue of Mysteries,John Irving,United States,m,2016-05France7,Simon & Schuster,United States
2016-05-01,France,8,The Empire Of The Grail,Éric Giacommetti; Jacques Ravenna,France; France,m; m,2016-05France8,Lattes,France
2016-05-01,France,9,"Sorry, I'm Expected",Agnès Martin-Lugand,France,w,2016-05France9,Michel Lafon,France
2016-05-01,France,10,Daughter Of Memory,Annie Ernaux,France,w,2016-05France10,Éditions Gallimard,France
2016-05-01,Germany,1,Hitman Anders and the Meaning of It All,Jonas Jonasson,Sweden,m,2016-05Germany1,Piratförlaget,Sweden
2016-05-01,Germany,2,Among People,Juli Zeh,Germany,w,2016-05Germany2,Luchterhand,Germany
2016-05-01,Germany,3,"Everything, No Coincidence",Elke Heidenreich,Germany,w,2016-05Germany3,Hanser,Germany
2016-05-01,Germany,4,After You,Jojo Moyes,United Kingdom,w,2016-05Germany4,Michael Joseph,United Kingdom
2016-05-01,Germany,5,Escapades,Martin Walker,United Kingdom,m,2016-05Germany5,Diogenes,Switzerland
2016-05-01,Germany,6,Lady Midnight,Cassandra Clare,United States,w,2016-05Germany6,Margaret K McElderry,United States
2016-05-01,Germany,7,From The End Of Loneliness,Benedict Wells,Germany,m,2016-05Germany7,Diogenes,Switzerland
2016-05-01,Germany,8,Old Country,Dorte Hansen,Germany,w,2016-05Germany8,Knaus,Germany
2016-05-01,Germany,9,The Defector,Siegfried Lenz,Germany,m,2016-05Germany9,Hoffmann und Campe,Germany
2016-05-01,Germany,10,Avenue of Mysteries,John Irving,United States,m,2016-05Germany10,Simon & Schuster,United States
2016-05-01,Japan,1,The Forest Of Wool And Steel,Natsu Miyashita,Japan,w,2016-05Japan1,Bengei,Japan
2016-05-01,Japan,2,Genius,Shintaro Ishihara,Japan,m,2016-05Japan2,Gentosha,Japan
2016-05-01,Japan,3,I Want To Eat Your Pancreas,Yoru Sumino,Japan,m,2016-05Japan3,Futabasha,Japan
2016-05-01,Japan,4,Before The Coffee Gets Cold,Toshikazu Kawaguchi,Japan,m,2016-05Japan4,Sun Mark Publications,Japan
2016-05-01,Japan,5,VRMMO Symbol 9,Shiina HowaHowa,,,2016-05Japan5,AlphaPolis,Japan
2016-05-01,Japan,6,Law On The Marriage Of Kyoko,Nisio Isin,Japan,m,2016-05Japan6,Kodansha,Japan
2016-05-01,Japan,7,Takeshihiden 17,Kenzo Kitakata,Japan,m,2016-05Japan7,Shueisha,Japan
2016-05-01,Japan,8,Frog Of Paradise,Naoki Kenji,Japan,m,2016-05Japan8,Shinchosha,Japan
2016-05-01,Japan,9,"In Addition, I Had Seen The Same Dream",Yoru Sumino,Japan,m,2016-05Japan9,Futabasha,Japan
2016-05-01,Japan,10,Tanaka 2,Bunkokori,,,2016-05Japan10,Micro Magazine,Japan
2016-05-01,Spain,1,I Forgot To Tell You I Want To,Mónica Carrillo Martínez,Spain,w,2016-05Spain1,Espasa,Spain
